_id,Document Name,Author,Year,Primary Stakeholder,Primary Category,Primary Labels,Secondary Stakeholder,Secondary Category,Secondary Labels,Context,Tag,prinorm,secnorm,source,Insert Datetime
685d9f7157f9330c862780b0,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Agriculture Water Quality Working Group,Research and Regulatory,Research and Regulatory 009,Unregistered VAT Farmers,Producers,Producers 029,The Agriculture Water Quality Working Group's recommendations support un-registered VAT farmers in reclaiming VAT on equipment that improves water quality.,Supports,researchandregulatory009,producers029,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780b1,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Agriculture Water Quality Working Group,Research and Regulatory,Research and Regulatory 009,Unregistered VAT Farmers,Producers,Producers 029,The Agriculture Water Quality Working Group's recommendations support un-registered VAT farmers in reclaiming VAT on equipment that improves water quality.,Supports,researchandregulatory009,producers029,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780b2,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"The ICMSA supports the ASSAP model of engagement, advocating for its resourcing and extension to enhance communication with farmers and improve agricultural sustainability.",Supports,tradeassociation011,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780b3,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-operative Organisation Society,Trade Association,Trade Association 010,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"ICOS is a strong advocate for the ASSAP, supporting its extension and highlighting its positive impact on water quality through effective engagement with farmers.",Supports,tradeassociation010,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780b4,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Cooperatives,Producers,Producers 005,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"Dairy Co-ops have significantly supported the ASSAP Programme, employing 23 dedicated advisors and contributing to improved water quality in priority areas.",Supports,producers005,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780b5,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"Teagasc expressed a desire for increased professional support to identify farm issues and design solutions, specifically referencing the ASSAP program.",Supports,semistateagency012,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780b6,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"Teagasc expressed a desire for increased professional support to identify farm issues and design solutions, specifically referencing the ASSAP program.",Supports,semistateagency012,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780b7,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"The ICMSA supports the ASSAP model of engagement, advocating for its resourcing and extension to enhance communication with farmers and improve agricultural sustainability.",Supports,tradeassociation011,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780b8,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Co-operative Organisation Society,Trade Association,Trade Association 010,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"ICOS is a strong advocate for the ASSAP, supporting its extension and highlighting its positive impact on water quality through collaboration with farmers.",Supports,tradeassociation010,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780b9,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Cooperatives,Producers,Producers 005,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"Dairy Co-ops have significantly supported the ASSAP by employing advisors and advocating for its expansion, contributing to improved water quality in priority areas.",Supports,producers005,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780ba,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"Teagasc expressed a desire for increased professional support to identify farm issues and design solutions, specifically referencing the ASSAP program.",Supports,semistateagency012,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780bb,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Teagasc The Agriculture and Food Development Authority,Semi-state agency,Semi-state agency 012,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"Teagasc expressed a desire for increased professional support to identify farm issues and design solutions, specifically referencing the ASSAP program.",Supports,semistateagency012,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780bc,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Environmental Protection Agency,State Agencies ,State Agencies  001,Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"The EPA's data indicates that the ASSAP model, which involves collaboration with farmers, has led to improved water quality in priority areas for action.",Supports,stateagencies001,researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780bd,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Derogation Farmers,Producers,Producers 007,"The Department of Agriculture, Food and the Marine is involved in inspections of derogation farmers, with concerns raised about the consistency and fairness of these inspections.",Inspects,"departmentofagriculture,foodandthemarine004",producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780be,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Derogation Farmers,Producers,Producers 007,"The Department of Agriculture, Food and the Marine is involved in inspections of derogation farmers, with concerns raised about the consistency and fairness of these inspections.",Inspects,"departmentofagriculture,foodandthemarine004",producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780bf,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,Derogation Farmers,Producers,Producers 007,"Local authorities conduct inspections of derogation farmers, raising concerns about the consistency and fairness of these inspections.",Inspects,stateagenciesandlocalauthorities004,producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c0,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,Derogation Farmers,Producers,Producers 007,"Local authorities conduct inspections of derogation farmers, raising concerns about the consistency and fairness of these inspections.",Inspects,stateagenciesandlocalauthorities004,producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c1,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Agri-Climate Rural Environment Scheme,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 003","The Department of Agriculture, Food and the Marine inspects 5% of ACRES participants annually as part of their compliance and regulatory oversight.",Inspects,"departmentofagriculture,foodandthemarine004","departmentofagriculture,foodandthemarine003",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c2,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Agri-Climate Rural Environment Scheme,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 003","The Department of Agriculture, Food and the Marine inspects 5% of ACRES participants annually as part of their compliance and regulatory oversight.",Inspects,"departmentofagriculture,foodandthemarine004","departmentofagriculture,foodandthemarine003",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c3,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,Agri-Climate Rural Environment Scheme,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 003","Local authorities inspect 5% of ACRES participants annually, highlighting the need for consistent regulatory approaches.",Inspects,stateagenciesandlocalauthorities004,"departmentofagriculture,foodandthemarine003",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c4,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,Agri-Climate Rural Environment Scheme,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 003","Local authorities inspect 5% of ACRES participants annually, highlighting the need for consistent regulatory approaches.",Inspects,stateagenciesandlocalauthorities004,"departmentofagriculture,foodandthemarine003",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c5,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Dairy Farmers,Producers,Producers 006,Bord Bia conducts inspections of dairy farmers every 18 months under the SDAS scheme.,Inspects,"branding,marketinganddistribution001",producers006,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c6,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Dairy Farmers,Producers,Producers 006,Bord Bia conducts inspections of dairy farmers every 18 months under the SDAS scheme.,Inspects,"branding,marketinganddistribution001",producers006,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c7,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Beef Farmers,Producers,Producers 003,"Bord Bia conducts inspections of over 60,000 beef farms every 18 months under the Bord Bia SBLAS scheme.",Inspects,"branding,marketinganddistribution001",producers003,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c8,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Beef Farmers,Producers,Producers 003,"Bord Bia conducts inspections of over 60,000 beef farms every 18 months under the Bord Bia SBLAS scheme.",Inspects,"branding,marketinganddistribution001",producers003,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780c9,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Agricultural Consultants Association,Inputs,Inputs 002,Derogation Farmers,Producers,Producers 007,"The ACA expressed concerns to the Committee about the high number of inspections scheduled for derogation farmers, emphasizing the need for consistency and fairness in regulatory enforcement.",Criticizes,inputs002,producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780ca,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Farmers,Producers,Producers 008,The ICMSA believes investment is needed for better engagement and communication with farmers.,Aims,tradeassociation011,producers008,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780cb,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Derogation Farmers,Producers,Producers 007,"The Department of Agriculture, Food and the Marine is involved in inspecting derogation farmers, with concerns raised about the consistency and fairness of these inspections.",Inspects,"departmentofagriculture,foodandthemarine004",producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780cc,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Derogation Farmers,Producers,Producers 007,"The Department of Agriculture, Food and the Marine is involved in inspecting derogation farmers, with concerns raised about the consistency and fairness of these inspections.",Inspects,"departmentofagriculture,foodandthemarine004",producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780cd,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,Derogation Farmers,Producers,Producers 007,"Local authorities conduct inspections of derogation farmers, raising concerns about the consistency and fairness of regulatory enforcement.",Inspects,stateagenciesandlocalauthorities004,producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780ce,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,Derogation Farmers,Producers,Producers 007,"Local authorities conduct inspections of derogation farmers, raising concerns about the consistency and fairness of regulatory enforcement.",Inspects,stateagenciesandlocalauthorities004,producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780cf,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Agri-Climate Rural Environment Scheme,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 003","The Department of Agriculture, Food and the Marine inspects 5% of ACRES participants annually, totaling 2,500 inspections.",Inspects,"departmentofagriculture,foodandthemarine004","departmentofagriculture,foodandthemarine003",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d0,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Agri-Climate Rural Environment Scheme,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 003","The Department of Agriculture, Food and the Marine inspects 5% of ACRES participants annually, totaling 2,500 inspections.",Inspects,"departmentofagriculture,foodandthemarine004","departmentofagriculture,foodandthemarine003",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d1,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,Agri-Climate Rural Environment Scheme,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 003",Local authorities conduct inspections of ACRES participants to ensure compliance with regulations.,Inspects,stateagenciesandlocalauthorities004,"departmentofagriculture,foodandthemarine003",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d2,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Local Authorities,State Agencies and Local Authorities,State Agencies and Local Authorities 004,Agri-Climate Rural Environment Scheme,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 003",Local authorities conduct inspections of ACRES participants to ensure compliance with regulations.,Inspects,stateagenciesandlocalauthorities004,"departmentofagriculture,foodandthemarine003",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d3,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Dairy Farmers,Producers,Producers 006,Bord Bia conducts inspections of dairy farmers every 18 months under the SDAS scheme.,Inspects,"branding,marketinganddistribution001",producers006,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d4,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Dairy Farmers,Producers,Producers 006,Bord Bia conducts inspections of dairy farmers every 18 months under the SDAS scheme.,Inspects,"branding,marketinganddistribution001",producers006,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d5,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Beef Farmers,Producers,Producers 003,"Bord Bia conducts inspections of over 60,000 beef farms every 18 months under the Bord Bia SBLAS scheme.",Inspects,"branding,marketinganddistribution001",producers003,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d6,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Bord Bia The Irish Food Board,"Branding, Marketing and Distribution","Branding, Marketing and Distribution 001",Beef Farmers,Producers,Producers 003,"Bord Bia conducts inspections of over 60,000 beef farms every 18 months under the Bord Bia SBLAS scheme.",Inspects,"branding,marketinganddistribution001",producers003,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d7,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Agricultural Consultants Association,Inputs,Inputs 002,Derogation Farmers,Producers,Producers 007,"The ACA expressed concerns to the Committee about the high number of inspections scheduled for derogation farmers, emphasizing the need for consistency and fairness in regulatory enforcement.",Criticizes,inputs002,producers007,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d8,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Irish Creamery Milk Suppliers Association,Trade Association,Trade Association 011,Farmers,Producers,Producers 008,The ICMSA believes investment is needed for better engagement and communication with farmers.,Aims,tradeassociation011,producers008,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780d9,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Nitrates Division, Department of Agriculture","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 006","The Department of Agriculture, Food and the Marine is mentioned alongside the Nitrates Division in the context of compliance with the Nitrates Directive and its implications for Ireland.",Mentions,"departmentofagriculture,foodandthemarine004","departmentofagriculture,foodandthemarine006",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780da,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004","Nitrates Division, Department of Agriculture","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 006","The Department of Agriculture, Food and the Marine is mentioned alongside the Nitrates Division in the context of compliance with the Nitrates Directive and its implications for Ireland.",Mentions,"departmentofagriculture,foodandthemarine004","departmentofagriculture,foodandthemarine006",Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780db,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage 001",Water Division,Semi-state agency,Semi-state agency 016,"The Department of Housing, Local Government and Heritage is mentioned in relation to the Water Division, indicating a focus on water policy and management.",Mentions,"departmentofhousing,localgovernmentandheritage001",semistateagency016,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780dc,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Industry Ireland,Trade Association,Trade Association 005,Irish Business and Employers Confederation,Trade Association,Trade Association 009,"Dairy Industry Ireland and IBEC are mentioned together in the context of a meeting or event involving various stakeholders, indicating collaboration or discussion within the industry.",Collaboration,tradeassociation005,tradeassociation009,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780dd,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Industry Ireland,Trade Association,Trade Association 005,Irish Business and Employers Confederation,Trade Association,Trade Association 009,"Dairy Industry Ireland and IBEC are mentioned together in the context of a meeting or event involving various stakeholders, indicating collaboration or discussion within the industry.",Collaboration,tradeassociation005,tradeassociation009,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780de,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Industry Ireland,Trade Association,Trade Association 005,Irish Business and Employers Confederation,Trade Association,Trade Association 009,"Dairy Industry Ireland and IBEC are mentioned together in the context of a meeting or event involving various stakeholders, indicating collaboration or discussion within the industry.",Collaboration,tradeassociation005,tradeassociation009,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780df,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Dairy Industry Ireland,Trade Association,Trade Association 005,Irish Business and Employers Confederation,Trade Association,Trade Association 009,"Dairy Industry Ireland and IBEC are mentioned together in the context of a meeting or event involving various stakeholders, indicating collaboration or discussion within the industry.",Collaboration,tradeassociation005,tradeassociation009,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e0,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,Environmental Protection Agency,State Agencies ,State Agencies  001,Office of Evidence and Assessment,State Agencies and Local Authorities,State Agencies and Local Authorities 010,"The Environmental Protection Agency collaborates with the Office of Evidence and Assessment, led by Dr. Eimear Cotter, to address environmental issues.",Collaboration,stateagencies001,stateagenciesandlocalauthorities010,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e1,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee on Agriculture, Food and the Marine",Dail Eireann,Dail Eireann 002,National Council of the Irish Cattle and Sheep Farmers’ Association,Trade Association,Trade Association 021,"The Irish Cattle and Sheep Farmers’ Association expressed concerns to the Joint Committee on Agriculture, Food and the Marine about the negative impact of removing the Nitrates Derogation on Ireland's grass-based farming system and its associated benefits.",Criticizes,daileireann002,tradeassociation021,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e2,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee on Agriculture, Food and the Marine",Dail Eireann,Dail Eireann 002,National Council of the Irish Cattle and Sheep Farmers’ Association,Trade Association,Trade Association 021,"The Irish Cattle and Sheep Farmers’ Association expressed concerns to the Joint Committee on Agriculture, Food and the Marine about the negative impact of removing the Nitrates Derogation on Ireland's grass-based farming system and its associated benefits.",Criticizes,daileireann002,tradeassociation021,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e3,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee on Agriculture, Food and the Marine",Dail Eireann,Dail Eireann 002,Irish Farmers' Association,Trade Association,Trade Association 013,"The Irish Farmers' Association expressed to the Joint Committee on Agriculture, Food and the Marine the importance of retaining Ireland's grass-based feeding system for competitive advantage amidst rising costs.",Supports,daileireann002,tradeassociation013,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e4,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee on Agriculture, Food and the Marine",Dail Eireann,Dail Eireann 002,Dairy Industry Ireland,Trade Association,Trade Association 005,"DII agreed with the Joint Committee on Agriculture, Food and the Marine that the removal of the Nitrates Derogation would undermine Ireland's grass-based feeding system.",Supports,daileireann002,tradeassociation005,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e5,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee on Agriculture, Food and the Marine",Dail Eireann,Dail Eireann 002,National Council of the Irish Cattle and Sheep Farmers’ Association,Trade Association,Trade Association 021,"The Irish Cattle and Sheep Farmers’ Association expressed concerns to the Joint Committee on Agriculture, Food and the Marine about the negative impact of removing the Nitrates Derogation on Ireland's grass-based farming system and its associated benefits.",Criticizes,daileireann002,tradeassociation021,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e6,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee on Agriculture, Food and the Marine",Dail Eireann,Dail Eireann 002,National Council of the Irish Cattle and Sheep Farmers’ Association,Trade Association,Trade Association 021,"The Irish Cattle and Sheep Farmers’ Association expressed concerns to the Joint Committee on Agriculture, Food and the Marine about the negative impact of removing the Nitrates Derogation on Ireland's grass-based farming system and its associated benefits.",Criticizes,daileireann002,tradeassociation021,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e7,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee on Agriculture, Food and the Marine",Dail Eireann,Dail Eireann 002,Irish Farmers' Association,Trade Association,Trade Association 013,"The Irish Farmers' Association expressed to the Joint Committee on Agriculture, Food and the Marine the importance of retaining Ireland's grass-based feeding system for competitive advantage amidst rising costs.",Supports,daileireann002,tradeassociation013,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e8,Compliance with the Nitrates Directive_ Implications for Ireland.pdf,"Joint Committee on Agriculture, Food and the Marine",2024,"Joint Committee on Agriculture, Food and the Marine",Dail Eireann,Dail Eireann 002,Dairy Industry Ireland,Trade Association,Trade Association 005,"DII agreed with the Joint Committee on Agriculture, Food and the Marine that the removal of the Nitrates Derogation would undermine Ireland's grass-based feeding system.",Supports,daileireann002,tradeassociation005,Publications,2025-06-26T20:28:49.496Z
685d9f7157f9330c862780e9,Environmental Protection Agency â__ Ireland's Environment â__ An Integrated Assessment 2020.pdf,Environmental Protection Agency,2020,"Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine 004",Agricultural Sustainability Support and Advisory Programme,Research and Regulatory,Research and Regulatory 007,"DAFM funds the ASSAP advisory programme, which collaborates with farmers to improve sustainable farming practices and water quality in prioritized catchment areas.",Funds,"departmentofagriculture,foodandthemarine004",researchandregulatory007,Publications,2025-06-26T20:28:49.496Z
