_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
684997c99b5e602eb0072f9e,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in providing scientific evidence of agricultural impact and supporting advisory services for water quality improvement.,Farming For Nature,Local Authority Waters Programme,Ngo,State Agencies And Local Authorities,NGO 014,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072f9f,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in providing scientific evidence of agricultural impact and supporting advisory services for water quality improvement.,Farming For Nature,Local Authority Waters Programme,Ngo,State Agencies And Local Authorities,NGO 014,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa0,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in providing scientific evidence of agricultural impact and supporting advisory services for water quality improvement.,"Department Of Environment, Climate And Communications",Local Authority Waters Programme,"Department Of Environment, Climate And Communications",State Agencies And Local Authorities,"Department of Environment, Climate and Communications 004",State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa1,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in providing scientific evidence of agricultural impact and supporting advisory services for water quality improvement.,"Department Of Environment, Climate And Communications",Local Authority Waters Programme,"Department Of Environment, Climate And Communications",State Agencies And Local Authorities,"Department of Environment, Climate and Communications 004",State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa2,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in providing scientific evidence of agricultural impact and supporting advisory services for water quality improvement.,Common Agricultural Policy,Local Authority Waters Programme,European Union (Eu),State Agencies And Local Authorities,European Union (EU) 001,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa3,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in providing scientific evidence of agricultural impact and supporting advisory services for water quality improvement.,Common Agricultural Policy,Local Authority Waters Programme,European Union (Eu),State Agencies And Local Authorities,European Union (EU) 001,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa4,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in providing scientific evidence of agricultural impact and supporting advisory services for water quality improvement.,Rural Development Programme,Local Authority Waters Programme,Department Of Rural And Community Development,State Agencies And Local Authorities,Department of Rural and Community Development 002,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa5,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in providing scientific evidence of agricultural impact and supporting advisory services for water quality improvement.,Rural Development Programme,Local Authority Waters Programme,Department Of Rural And Community Development,State Agencies And Local Authorities,Department of Rural and Community Development 002,State Agencies and Local Authorities 005,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa6,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Agricultural Sustainability Support And Advisory Programme,Farming For Water European Innovation Partnership,Research And Regulatory,Research And Regulatory,Research and Regulatory 007,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa7,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Agricultural Sustainability Support And Advisory Programme,Farming For Water European Innovation Partnership,Research And Regulatory,Research And Regulatory,Research and Regulatory 007,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa8,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Local Authority Waters Programme,Farming For Water European Innovation Partnership,State Agencies And Local Authorities,Research And Regulatory,State Agencies and Local Authorities 005,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fa9,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Local Authority Waters Programme,Farming For Water European Innovation Partnership,State Agencies And Local Authorities,Research And Regulatory,State Agencies and Local Authorities 005,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072faa,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Base Ireland,Farming For Water European Innovation Partnership,Inputs,Research And Regulatory,Inputs 007,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fab,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Base Ireland,Farming For Water European Innovation Partnership,Inputs,Research And Regulatory,Inputs 007,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fac,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Farming For Nature,Farming For Water European Innovation Partnership,Ngo,Research And Regulatory,NGO 014,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fad,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Farming For Nature,Farming For Water European Innovation Partnership,Ngo,Research And Regulatory,NGO 014,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fae,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,"Department Of Environment, Climate And Communications",Farming For Water European Innovation Partnership,"Department Of Environment, Climate And Communications",Research And Regulatory,"Department of Environment, Climate and Communications 004",Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072faf,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,"Department Of Environment, Climate And Communications",Farming For Water European Innovation Partnership,"Department Of Environment, Climate And Communications",Research And Regulatory,"Department of Environment, Climate and Communications 004",Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fb0,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Common Agricultural Policy,Farming For Water European Innovation Partnership,European Union (Eu),Research And Regulatory,European Union (EU) 001,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fb1,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Common Agricultural Policy,Farming For Water European Innovation Partnership,European Union (Eu),Research And Regulatory,European Union (EU) 001,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fb2,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Catchments Programme (ACP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Rural Development Programme,Farming For Water European Innovation Partnership,Department Of Rural And Community Development,Research And Regulatory,Department of Rural and Community Development 002,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fb3,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 3,"Protect High Status Sites and Contribute to the Protection and Restoration of Good Water Quality and Healthy Aquatic Ecosystems, as set out in the Water Framework Directive",MISSION 1 GOAL 3 ACTION 4,Support farmers to target the right  measure in the right place.,Agricultural Sustainability Support and Advisory Programme (ASSAP),Actively involved in developing measures and providing financial support for farmers implementing practices through the Agricultural Sustainability Support and Advisory Programme.,Rural Development Programme,Farming For Water European Innovation Partnership,Department Of Rural And Community Development,Research And Regulatory,Department of Rural and Community Development 002,Research and Regulatory 034,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fb4,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 5,Enhance the Environmental Sustainability of the Seafood Sector,MISSION 1 GOAL 5 ACTION 6,"Follow the 11 objectives of the new  National Strategic Plan for sustainable  Aquaculture (NSPA) development for  the period 2021 - 2030    (Administrative procedures, Spatial planning and  access to water, Consumer information, Producers  and market organisation, Human and animal health  and welfare, Environmental performance, Climate  change, Innovation, Control of aquaculture products,  Integration of aquaculture in the local economy and  Data and monitoring).",National Strategic Plan for Sustainable Aquaculture Development 2030,Actively involved in the implementation of the National Strategic Plan for Sustainable Aquaculture Development 2030.,Irish National Inshore Fisheries Forum,Irish Aquaculture,Trade Association,Producers,Trade Association 014,Producers 017,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fb5,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 5,Enhance the Environmental Sustainability of the Seafood Sector,MISSION 1 GOAL 5 ACTION 6,"Follow the 11 objectives of the new  National Strategic Plan for sustainable  Aquaculture (NSPA) development for  the period 2021 - 2030    (Administrative procedures, Spatial planning and  access to water, Consumer information, Producers  and market organisation, Human and animal health  and welfare, Environmental performance, Climate  change, Innovation, Control of aquaculture products,  Integration of aquaculture in the local economy and  Data and monitoring).",National Strategic Plan for Sustainable Aquaculture Development 2030,Actively involved in providing the strategic vision and framework for funding under the programme.,Irish National Inshore Fisheries Forum,European Union,Trade Association,International Organisation,Trade Association 014,International organisation 008,2025-06-11T15:50:49.346Z
684997c99b5e602eb0072fb6,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 5,Enhance the Environmental Sustainability of the Seafood Sector,MISSION 1 GOAL 5 ACTION 6,"Follow the 11 objectives of the new  National Strategic Plan for sustainable  Aquaculture (NSPA) development for  the period 2021 - 2030    (Administrative procedures, Spatial planning and  access to water, Consumer information, Producers  and market organisation, Human and animal health  and welfare, Environmental performance, Climate  change, Innovation, Control of aquaculture products,  Integration of aquaculture in the local economy and  Data and monitoring).",National Strategic Plan for Sustainable Aquaculture Development 2030,Actively involved in providing the strategic vision and framework for funding under the programme.,Irish National Inshore Fisheries Forum,European Maritime Fisheries And Aquaculture Fund,Trade Association,International Organisation,Trade Association 014,International organisation 005,2025-06-11T15:50:49.346Z
