Speaker,Topic Thoughts,Sentiment,Labels,Category
Deputy Derek Nolan,The speaker emphasizes the importance of a community approach and expresses concern for the turmoil affecting Galway's communities.,Neutral,"Former Deputy, Labour Party, Galway",Political Party
Deputy Peter Fitzpatrick,"The speaker supports the transition to a low carbon, climate resilient, and environmentally sustainable economy as outlined in the Climate Action and Low Carbon Development Bill 2015.",Support,"Deputy (TD), Independent, Louth",Political Party
Deputy Peter Fitzpatrick,The speaker supports initiatives that reduce carbon emissions through renewable energy projects.,Support,"Deputy (TD), Independent, Louth",Political Party
Deputy Tony McLoughlin,The speaker supports the transition to a low carbon economy as outlined in the Climate Action and Low Carbon Development Bill.,Support,"Former Deputy, Fine Gael, Sligo Leitrim",Political Party
Deputy Tony McLoughlin,The speaker supports legislation aimed at reducing carbon emissions and transitioning to a low carbon economy.,Support,"Former Deputy, Fine Gael, Sligo Leitrim",Political Party
Deputy Michael McCarthy,The speaker supports legislative action to address carbon emissions and climate change.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael McCarthy,The speaker supports legislative measures to address carbon emissions and climate change.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Martin Ferris,The speaker advocates for urgent action on carbon emissions and supports sustainable agriculture practices while expressing concern over the potential negative impact of emissions regulations on Irish farmers.,Neutral,"Deputy (TD), Sinn Féin, Kerry",Political Party
Deputy Martin Ferris,The speaker advocates for urgent measures to reduce carbon emissions while supporting sustainable agricultural practices.,Support,"Deputy (TD), Sinn Féin, Kerry",Political Party
Deputy Tom Barry,"The speaker emphasizes the need for practical measures to reduce carbon emissions across all sectors, particularly in agriculture.",Support,"Former Deputy, Fine Gael, Cork",Political Party
Deputy Tom Barry,"The speaker emphasizes the need for practical measures to reduce carbon emissions across all sectors, including agriculture.",Support,"Former Deputy, Fine Gael, Cork",Political Party
Deputy Mattie McGrath,"The speaker emphasizes the importance of fresh, clean water supply for farmers and criticizes the government's handling of water charges.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Patrick O’Donovan,The speaker believes rural development is crucial and criticizes the Opposition for their lack of engagement in supporting rural communities.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Patrick O’Donovan,The speaker believes that the dairy sector has the potential to significantly uplift rural communities and the economy.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy James Bannon,"The speaker emphasizes the importance of agriculture, particularly dairy farming, as essential for rural development and economic recovery.",Support,"Former Deputy, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy James Bannon,The speaker emphasizes the importance of agriculture as the backbone of rural Ireland and criticizes the lack of support from the Opposition for rural services.,Oppose,"Former Deputy, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy James Bannon,The speaker emphasizes the importance of agriculture as the backbone of rural Ireland and criticizes the lack of opposition support for rural services.,Oppose,"Former Deputy, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Bernard J. Durkan,"The expansion of the dairy industry is contingent on having clean and good quality water, which is crucial for all involved in the industry.",Neutral,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Bernard J. Durkan,Clean and good quality water is essential for expanding the dairy industry and is of significant importance to everyone involved.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Bernard J. Durkan,Clean and good quality water is essential for expanding the dairy industry.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Mary Lou McDonald,The speaker advocates for the abolition of domestic water charges and views water as a human right and a public good.,Support,"President, Sinn Féin, Dublin Central",Political Party
Deputy Caoimhghín Ó Caoláin,"The speaker strongly opposes the introduction of water charges, viewing them as unfair and a form of austerity tax.",Oppose,"Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Brian Stanley,"The speaker advocates for securing water services in public ownership and abolishing Irish Water, citing its inefficiency and mismanagement.",Oppose,"Deputy (TD), Sinn Féin, Laois Offaly",Political Party
Deputy Liam Twomey,The speaker supports water charges as a means to stop waste and protect access to clean water.,Support,"Former Deputy, Fine Gael, Wexford",Political Party
Deputy Patrick O’Donovan,The speaker supports government assistance for rural residents to ensure access to clean water and opposes efforts to remove this support.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Patrick O’Donovan,The speaker supports government funding to help rural residents manage water quality issues.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Patrick O’Donovan,The speaker believes that water must be paid for due to the costs associated with its treatment and distribution.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Mick Wallace,The speaker expresses dissatisfaction with the quality of drinking water in Wexford and the ongoing issues with sewage discharge into rivers and the sea.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Mick Wallace,The speaker expresses dissatisfaction with the quality of drinking water in Wexford and highlights significant issues with raw sewage in rivers and the sea.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Tom Fleming,"The speaker criticizes the establishment of Irish Water for inefficiency and prioritizing revenue over conservation, leading to increased costs for consumers.",Oppose,"Deputy (TD), Independent, Kerry",Political Party
Deputy Tom Fleming,"The speaker criticizes the management of Irish Water, highlighting inefficiencies and the focus on revenue generation over conservation.",Oppose,"Deputy (TD), Independent, Kerry",Political Party
Deputy Clare Daly,"The speaker strongly opposes water charges and believes they unfairly burden the public, particularly working-class communities.",Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Clare Daly,"The speaker opposes water charges and believes they unfairly burden the public, particularly working-class communities.",Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Alan Kelly,The speaker supports the administration of water charges and emphasizes the importance of sustainable water provision for future generations.,Support,"Deputy (TD), Labour Party, Tipperary",Political Party
Deputy Alan Kelly,The speaker supports the administration of water charges and emphasizes the importance of sustainable water access for future generations.,Support,"Deputy (TD), Labour Party, Tipperary",Political Party
Deputy Paul Murphy,The speaker advocates for the right to free and quality water for everyone in the State.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Alan Kelly,The speaker believes that water is a valuable resource that requires a sustainable funding model for its future availability.,Support,"Deputy (TD), Labour Party, Tipperary",Political Party
Deputy Tom Fleming,The speaker supports the implementation of the CEDRA report recommendations for rural development and emphasizes the need for maximizing available funding for sustainable economic growth in rural areas.,Support,"Deputy (TD), Independent, Kerry",Political Party
Deputy Tom Fleming,The speaker supports the implementation of the CEDRA report recommendations for rural development and emphasizes the need for coordinated efforts and maximization of available funding.,Support,"Deputy (TD), Independent, Kerry",Political Party
Deputy Tom Fleming,The speaker expresses frustration over delays in rural development and calls for immediate action to address funding and support for rural areas.,Oppose,"Deputy (TD), Independent, Kerry",Political Party
Deputy Tom Fleming,The speaker believes that rural development is crucial and criticizes the delays and lack of action in addressing the needs of rural areas.,Oppose,"Deputy (TD), Independent, Kerry",Political Party
Deputy Tom Fleming,The speaker emphasizes the importance of rural development and criticizes the delays and lack of action in addressing the needs of rural areas.,Oppose,"Deputy (TD), Independent, Kerry",Political Party
Deputy Alan Kelly,"The speaker supports the implementation of a rural development plan, specifically advocating for the initiation of a greenway project.",Support,"Deputy (TD), Labour Party, Tipperary",Political Party
Deputy Ann Phelan,The speaker is committed to energizing rural development and supporting rural communities through funding and initiatives.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Ann Phelan,The speaker expresses a strong commitment to energizing rural development and revitalizing forgotten rural communities.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Tom Fleming,The speaker emphasizes the urgent need for a rural development plan with adequate funding and local implementation to address community needs.,Support,"Deputy (TD), Independent, Kerry",Political Party
Deputy Tom Fleming,The speaker emphasizes the urgent need for a rural development plan with adequate funding and local implementation to address community issues.,Support,"Deputy (TD), Independent, Kerry",Political Party
Deputy Tom Fleming,The speaker emphasizes the urgent need for a rural development plan with adequate funding and local implementation to address community challenges.,Support,"Deputy (TD), Independent, Kerry",Political Party
Deputy Ann Phelan,The speaker supports rural development through targeted funding and collaboration with local authorities to enhance community enterprise and job creation.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Maureen O’Sullivan,The speaker emphasizes the importance of engaging with community workers and expresses concern about the impact of the new tender process on their essential work.,Oppose,"Deputy (TD), Independent, Dublin Central",Political Party
Deputy Maureen O’Sullivan,The speaker emphasizes the importance of engaging with community workers and ensuring their essential work is not jeopardized.,Support,"Deputy (TD), Independent, Dublin Central",Political Party
Deputy Ann Phelan,The speaker supports community development through inclusive programs and funding initiatives.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Ann Phelan,The speaker supports community development through inclusive programs and funding mechanisms.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Brendan Ryan,The speaker expresses strong concern about the lack of consultation with community groups regarding the transfer of the seniors alert scheme.,Oppose,"Deputy (TD), Labour Party, Dublin Fingal",Political Party
Deputy Brendan Ryan,The speaker expresses strong support for community involvement and concerns regarding the transfer of the seniors alert scheme.,Support,"Deputy (TD), Labour Party, Dublin Fingal",Political Party
Deputy Brendan Ryan,The speaker advocates for urgent consultation between the Department and community groups regarding the seniors alert scheme due to concerns over its administration transfer.,Support,"Deputy (TD), Labour Party, Dublin Fingal",Political Party
Deputy Brendan Ryan,The speaker emphasizes the importance of consulting community groups and stakeholders to ensure the success of the current scheme.,Support,"Deputy (TD), Labour Party, Dublin Fingal",Political Party
Deputy Brendan Ryan,The speaker emphasizes the importance of consulting community groups and stakeholders before making changes to the current scheme.,Support,"Deputy (TD), Labour Party, Dublin Fingal",Political Party
Deputy Finian McGrath,The speaker strongly supports community employment schemes and their positive impact on vulnerable individuals.,Support,"Deputy (TD), Independent, Dublin",Political Party
Deputy Finian McGrath,The speaker strongly supports community employment schemes and emphasizes their positive impact on vulnerable individuals.,Support,"Deputy (TD), Independent, Dublin",Political Party
Deputy Derek Keating,The speaker values community employment schemes for their positive impact on individuals and the community.,Support,"Former Deputy, Fine Gael, Dublin",Political Party
Deputy Derek Keating,The speaker values community employment schemes for their positive impact on individuals who may not find mainstream employment.,Support,"Former Deputy, Fine Gael, Dublin",Political Party
Deputy Timmy Dooley,The speaker emphasizes the need for more support from banks and government to enhance rural development for farmers.,Support,"Deputy (TD), Fianna Fáil, Clare",Political Party
Deputy Timmy Dooley,The speaker emphasizes the need for more support from banks and the importance of agriculture to the rural economy.,Support,"Deputy (TD), Fianna Fáil, Clare",Political Party
Deputy Tom Fleming,"The speaker emphasizes the need for changes in taxation, hedging, and access to credit to support farmers amidst price volatility.",Support,"Deputy (TD), Independent, Kerry",Political Party
Deputy Tom Fleming,"The speaker emphasizes the need for changes in taxation, hedging, and access to credit to support farmers in coping with price volatility and ensuring economic viability.",Support,"Deputy (TD), Independent, Kerry",Political Party
Deputy Denis Naughten,The speaker supports rural development through investment in the dairy sector to benefit rural communities and farm families.,Support,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Denis Naughten,The speaker supports investment in the dairy sector as it has significant potential to benefit rural development.,Support,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Tom Hayes,The speaker believes there are huge opportunities for rural development through the expansion of the dairy industry.,Support,"Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine, Fine Gael, Tipperary",Political Party
Deputy Tom Hayes,The speaker believes there are significant opportunities for rural development through the expansion of the dairy industry.,Support,"Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine, Fine Gael, Tipperary",Political Party
Deputy Tom Hayes,The speaker believes that the expansion of the dairy industry presents significant opportunities for rural development and job creation.,Support,"Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine, Fine Gael, Tipperary",Political Party
Deputy Tom Hayes,"The speaker supports rural development through the expansion of the dairy industry, which he believes will create significant job opportunities.",Support,"Deputy (TD), Former Minister of State at the Department of Agriculture, Food and the Marine, Fine Gael, Tipperary",Political Party
The Taoiseach,No position expressed on discharge.,Neutral,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker supports initiatives that improve community housing and accommodate more people in need.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Noel Harrington,The speaker believes that we live in a very equal and fair society.,Support,"Former Deputy, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Seán Kenny,The speaker supports measures that enhance community investments and living standards.,Support,"Former Deputy, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Seán Kenny,The speaker supports measures that enhance community welfare and investments.,Support,"Former Deputy, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Seán Kenny,The speaker supports measures that benefit local communities and boost the local economy.,Support,"Former Deputy, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Seán Kenny,The speaker supports measures that enhance community welfare and local economic recovery.,Support,"Former Deputy, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Thomas Pringle,The speaker strongly supports the recognition of the Traveller community as an ethnic group and emphasizes the need for societal responsibility in addressing their living conditions and rights.,Support,"Deputy (TD), Independent, Donegal",Political Party
Deputy Thomas Pringle,The speaker strongly supports the recognition of the Traveller community as an ethnic group and emphasizes the need for societal responsibility in addressing their hardships.,Support,"Deputy (TD), Independent, Donegal",Political Party
The Taoiseach,The speaker acknowledges the contributions of people with disabilities to their communities and emphasizes their recognition as citizens of the State.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Thomas Pringle,The speaker emphasizes the need for a welfare net to support families in rural areas and enable them to remain in their communities despite the lack of full-time work.,Support,"Deputy (TD), Independent, Donegal",Political Party
Deputy Thomas Pringle,The speaker emphasizes the need for full-time job creation and a welfare net to support workers in rural areas.,Support,"Deputy (TD), Independent, Donegal",Political Party
Deputy Thomas Pringle,The speaker emphasizes the need for full-time job creation and support for workers in rural areas to prevent them from leaving their communities.,Support,"Deputy (TD), Independent, Donegal",Political Party
Deputy Denise Mitchell,"The speaker strongly opposes water charges and advocates for their abolition, reflecting the will of the people.",Oppose,"Deputy, Spokesperson on Children and Youth Affairs, Sinn Féin, Dublin Bay North",Political Party
Deputy Aengus Ó Snodaigh,The speaker advocates for the elimination of water charges and proper investment in water and sewage systems by future governments.,Support,"Deputy (TD), Sinn Féin, Dublin",Political Party
Deputy Michael Moynihan,The speaker emphasizes the need for a quality water supply for communities and criticizes excessive charges for inadequate connections.,Oppose,"Deputy (TD), Fianna Fáil, Cork",Political Party
Deputy Thomas Pringle,"The speaker opposes water charges and supports their abolition, citing strong public opposition and the negative impact of the current system.",Oppose,"Deputy (TD), Independent, Donegal",Political Party
Deputy Michael Harty,"The speaker advocates for the responsible use and conservation of water, supporting metering and charging for excessive use while ensuring access as a human right.",Support,"Deputy (TD), Independent, Clare",Political Party
Deputy Michael Harty,"The speaker advocates for responsible water usage, metering, and charging for excessive use while ensuring access as a human right.",Support,"Deputy (TD), Independent, Clare",Political Party
Deputy Eamon Ryan,The speaker believes in the right to water as a vital resource that should remain publicly owned and advocates for a basic allowance while charging for excess usage to prevent waste.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,The speaker believes in the right to water as a vital resource that should remain publicly owned and advocates for a basic allowance while charging for excess usage to prevent waste.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Eamon Ryan,"The speaker believes in the right to water as a vital resource that should remain in public ownership, with charges for usage above a basic allowance to promote conservation.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,"The speaker believes in the right to water as a vital resource that should remain in public ownership, with charges for usage above a basic allowance to promote conservation.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Seamus Healy,"The speaker opposes water charges, viewing them as an austerity tax and advocating for their abolition and public ownership of water.",Oppose,"Deputy (TD), Workers and Unemployed Action Group (WUAG), He is associated with Tipperary",Political Party
Deputy Caoimhghín Ó Caoláin,"The speaker strongly opposes water charges, viewing them as an unjust tax on a basic human right.",Oppose,"Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Damien English,"The speaker emphasizes the need for sustainable management and funding of water services, linking usage to costs to raise public awareness.",Support,"Deputy (TD), Minister of State for Business, Employment and Retail, Department of Business, Employment and Retail","Department of Business, Employment and Retail"
Deputy Damien English,The speaker emphasizes the need for sustainable management and funding of water services through user charges to raise awareness of its economic costs.,Support,"Deputy (TD), Minister of State for Business, Employment and Retail, Department of Business, Employment and Retail","Department of Business, Employment and Retail"
Deputy Jackie Cahill,The speaker emphasizes the importance of community policing and the need for clarity in the role of community gardaí.,Support,"Deputy and Spokesperson on Food and Horticulture, Fianna Fáil, Tipperary",Political Party
Deputy Frances Fitzgerald,"The speaker expresses strong support for community initiatives and crime prevention schemes, emphasizing the importance of local involvement and partnership approaches.",Support,"Deputy (TD), Fine Gael, Dublin",Political Party
Deputy Frances Fitzgerald,The speaker supports community initiatives and emphasizes the importance of local involvement in crime prevention.,Support,"Deputy (TD), Fine Gael, Dublin",Political Party
Deputy Frances Fitzgerald,"The speaker acknowledges the improvement in the economic situation, which has allowed for investment in necessary resources.",Support,"Deputy (TD), Fine Gael, Dublin",Political Party
Deputy Frances Fitzgerald,The speaker acknowledges the improvement in the economic situation and its positive impact on resources for policing.,Support,"Deputy (TD), Fine Gael, Dublin",Political Party
Deputy Frances Fitzgerald,The speaker emphasizes the importance of community engagement and the positive relationship between local police and residents.,Support,"Deputy (TD), Fine Gael, Dublin",Political Party
Deputy Frances Fitzgerald,The speaker supports initiatives aimed at improving the quality of life for local communities through effective community policing and engagement.,Support,"Deputy (TD), Fine Gael, Dublin",Political Party
Deputy Jack Chambers,The speaker emphasizes the importance of ensuring community gain through initiatives like additional permanent community gardaí.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Jack Chambers,The speaker emphasizes the importance of ensuring community gain through initiatives like community gardaí in regeneration projects.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Mick Wallace,The speaker opposes the privatization of water services and criticizes the current management by Irish Water as ineffective and detrimental.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Mick Wallace,The speaker opposes the privatization of water services and criticizes the current management by Irish Water.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Clare Daly,The speaker strongly opposes the privatization of water and advocates for its public ownership and management.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Clare Daly,The speaker strongly opposes the privatisation of water and advocates for its public ownership and management.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Barry Cowen,The speaker supports retaining water services and infrastructure in public ownership.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Fianna Fáil, Department of Agriculture, Food and the Marine",Political Party
Deputy Barry Cowen,The speaker supports the retention of water services and infrastructure in public ownership.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Fianna Fáil, Department of Agriculture, Food and the Marine",Political Party
Deputy Thomas Byrne,The speaker supports the principle of enshrining Irish Water in public ownership and holding a referendum on the issue.,Support,"Deputy (TD), Fianna Fáil, Meath",Political Party
Deputy Louise O’Reilly,"Access to water is viewed as a fundamental human right, and there is a strong opposition to the privatization of water services.",Oppose,"Deputy and Spokesperson on Enterprise, Trade and Employment, Sinn Féin, Dublin Fingal",Political Party
Deputy Louise O’Reilly,"Access to water is viewed as a fundamental human right, and there is a strong opposition to the privatisation of water services.",Oppose,"Deputy and Spokesperson on Enterprise, Trade and Employment, Sinn Féin, Dublin Fingal",Political Party
Deputy Brian Stanley,The speaker strongly supports public ownership of water services to prevent privatization and protect access for all citizens.,Support,"Deputy (TD), Sinn Féin, Laois Offaly",Political Party
Deputy Brian Stanley,The speaker strongly advocates for the public ownership of water services to prevent privatization.,Support,"Deputy (TD), Sinn Féin, Laois Offaly",Political Party
Deputy Bríd Smith,"The speaker strongly opposes the privatization of water services, advocating for public ownership and control.",Oppose,"Deputy, Member of the Dail Eireann (the lower house of the Irish Parliament), People Before Profit Alliance, Political Party",Political Party
Deputy Michael Fitzmaurice,The speaker advocates for a single authority over water management to improve efficiency and address growing regulatory challenges.,Support,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Michael Harty,"The speaker strongly supports the constitutional protection of water as a public resource, emphasizing its essential role in society and advocating for conservation measures.",Support,"Deputy (TD), Independent, Clare",Political Party
Deputy Mattie McGrath,"The speaker advocates for water to be a fully public entity, emphasizing the need for protection and proper management of water resources.",Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Mattie McGrath,"The speaker advocates for water to be a fully public entity and opposes privatization, emphasizing the need for protection and proper management of water resources.",Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Catherine Murphy,"The speaker strongly advocates for public ownership of water and opposes its commodification, emphasizing the need for government accountability and transparency.",Support,"Deputy (TD), Co Leader, Social Democrats, Kildare North",Political Party
Deputy Catherine Murphy,"The speaker strongly advocates for public ownership of water and opposes its commodification, emphasizing the need for transparency and accountability in its management.",Support,"Deputy (TD), Co Leader, Social Democrats, Kildare North",Political Party
Deputy Seamus Healy,The speaker strongly supports maintaining water in public ownership and opposes its privatization.,Oppose,"Deputy (TD), Workers and Unemployed Action Group (WUAG), He is associated with Tipperary",Political Party
Deputy Seamus Healy,The speaker strongly supports maintaining water in public ownership and opposes its privatization.,Support,"Deputy (TD), Workers and Unemployed Action Group (WUAG), He is associated with Tipperary",Political Party
Deputy Eamon Ryan,"The speaker believes water should be publicly owned and viewed as a basic right, not a commercial product.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,"The speaker believes water should be publicly owned and viewed as a basic right, not a commercial product.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Thomas P. Broughan,The speaker strongly supports keeping water in public ownership and opposes water taxes and privatization.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Thomas P. Broughan,The speaker strongly supports keeping water in public ownership and opposes water charges and privatization.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Thomas P. Broughan,"The speaker strongly supports keeping water in public ownership and management, opposing any form of privatisation.",Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Maureen O’Sullivan,The speaker strongly supports public ownership of water and opposes privatization due to its negative consequences on communities.,Oppose,"Deputy (TD), Independent, Dublin Central",Political Party
Deputy Maureen O’Sullivan,"The speaker strongly supports public ownership of water, arguing against privatization due to its negative impacts on communities.",Support,"Deputy (TD), Independent, Dublin Central",Political Party
Deputy Maureen O’Sullivan,"The speaker strongly advocates for public ownership of water resources, opposing privatization due to its negative impacts on communities.",Support,"Deputy (TD), Independent, Dublin Central",Political Party
Deputy Kevin Humphreys,The speaker emphasizes the importance of engaging with community welfare services to address severe problems related to supply.,Support,"Deputy (TD), Minister of State at the Department of Social Protection, Labour Party, Department of Social Protection",Political Party
Deputy Kevin Humphreys,The speaker supports community services programs and acknowledges their positive impact on local communities.,Support,"Deputy (TD), Minister of State at the Department of Social Protection, Labour Party, Department of Social Protection",Political Party
Deputy Kevin Humphreys,The speaker acknowledges the positive impact of community services programs on local communities and emphasizes collaboration with community groups.,Support,"Deputy (TD), Minister of State at the Department of Social Protection, Labour Party, Department of Social Protection",Political Party
Deputy Kevin Humphreys,The speaker supports mechanisms that ensure fair wages and strong roles for individuals in society.,Support,"Deputy (TD), Minister of State at the Department of Social Protection, Labour Party, Department of Social Protection",Political Party
Deputy Kevin Humphreys,The speaker supports a social enterprise mechanism that ensures employees receive a good salary to strengthen their role in society.,Support,"Deputy (TD), Minister of State at the Department of Social Protection, Labour Party, Department of Social Protection",Political Party
Deputy Kevin Humphreys,The speaker supports financial assistance for community companies that provide socially inclusive services.,Support,"Deputy (TD), Minister of State at the Department of Social Protection, Labour Party, Department of Social Protection",Political Party
Deputy Kevin Humphreys,The speaker supports community companies through financial assistance to promote social inclusion and revenue generation.,Support,"Deputy (TD), Minister of State at the Department of Social Protection, Labour Party, Department of Social Protection",Political Party
Deputy Kevin Humphreys,The speaker supports financial assistance to community companies that provide socially inclusive services.,Support,"Deputy (TD), Minister of State at the Department of Social Protection, Labour Party, Department of Social Protection",Political Party
Deputy Kevin Humphreys,The speaker supports the continuation and effectiveness of community services programs across the country.,Support,"Deputy (TD), Minister of State at the Department of Social Protection, Labour Party, Department of Social Protection",Political Party
"Minister for Jobs, Enterprise and Innovation (Deputy Richard Bruton)",The speaker expresses concern for the community affected by the company's restructuring and emphasizes the importance of supporting workers and their families.,Support,"Deputy (TD), Minister for Jobs, Enterprise and Innovation, Department of Jobs, Enterprise and Innovation","Department of Jobs, Enterprise and Innovation"
Deputy Joe Carey,The speaker advocates for the restoration of rural practice allowances to support rural development.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
The Taoiseach,The speaker emphasizes the need for flexibility in water management to support communities and agricultural operations affected by flooding.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Gerry Adams,"The speaker emphasizes the distress and devastation experienced by families and communities due to flooding, highlighting their mental and physical exhaustion.",Neutral,"Former President, Sinn Féin, Louth",Political Party
Deputy Catherine Murphy,The speaker emphasizes the devastating impact of flooding and the need for comprehensive flood management strategies.,Support,"Deputy (TD), Co Leader, Social Democrats, Kildare North",Political Party
Deputy Catherine Murphy,The speaker emphasizes the devastating impact of flooding on homes and the need for effective flood management strategies.,Support,"Deputy (TD), Co Leader, Social Democrats, Kildare North",Political Party
Deputy Ruth Coppinger,The speaker highlights the inadequacy of water infrastructure and the irony of a broken water meter amidst flooding issues.,Oppose,"Deputy (Member of the Dail Eireann, the lower house of the Irish Parliament), Solidarity The Left Alternative, Dublin West",Political Party
Deputy Ruth Coppinger,The speaker highlights the inadequate water infrastructure and the irony of a broken water meter amidst flooding issues.,Oppose,"Deputy (Member of the Dail Eireann, the lower house of the Irish Parliament), Solidarity The Left Alternative, Dublin West",Political Party
Deputy Ruth Coppinger,The speaker highlights the inadequate water infrastructure and the irony of a burst water meter amidst ongoing flooding issues.,Oppose,"Deputy (Member of the Dail Eireann, the lower house of the Irish Parliament), Solidarity The Left Alternative, Dublin West",Political Party
Deputy John Browne,The speaker emphasizes the significant flooding issues affecting the community and the urgent need for effective solutions and compensation for victims.,Support,"Former Deputy, Fianna Fáil, Wexford",Political Party
Deputy John O’Mahony,The speaker emphasizes the urgent need for effective flood relief measures and long-term solutions to address the impacts of climate change on water management.,Support,"Deputy (TD), Fine Gael, Mayo",Political Party
Deputy Joe Costello,The speaker acknowledges the effectiveness of flood defences in Dublin and criticizes insurance companies for not recognizing this in their policies.,Oppose,"Deputy, Spokesperson on Urban Regeneration, Labour Party, Dublin Central",Political Party
