Document,Document Name,Author,Year,Primary Formal Name,Secondary Formal Name,Context,Tag,Primary Category,Secondary Category
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2023,D5,Environmental Protection Agency,2020,Dairy Sustainability Ireland,Specialist Dairy Advisors,Dairy Sustainability Ireland funds specialist dairy advisors who collaborate with farmers to promote sustainable farming practices and improve water quality.,Funds,Trade Association,Inputs
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2024,D5,Environmental Protection Agency,2020,Dairy Sustainability Ireland,Dairy Farmers,"The Dairy Sustainability Initiative is providing advice on sustainable farming practices to 18,000 dairy farmers to improve environmental impacts.",Advises,Trade Association,Producers
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2025,D5,Environmental Protection Agency,2020,Teagasc The Agriculture And Food Development Authority,Farmers,The Teagasc The Agriculture and Food Development Authority collaborates with over 300 farmers to evaluate the environmental and economic effects of the Nitrates Action Programme measures.,Collaboration,Semi-State Agency,Producers
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2026,D5,Environmental Protection Agency,2020,Irish Farmers' Association,Smart Farming Initiative,"The Smart Farming initiative, led by the Irish Farmersâ€™ Association, aims to reduce costs and environmental impact through better resource management on farms.",Aims,Trade Association,Research And Regulatory
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2027,D5,Environmental Protection Agency,2020,Agricultural Sustainability Support And Advisory Programme,Farming Community,The Agricultural Sustainability Support and Advisory Programme will provide advice to the farming community on measures to address water quality issues.,Advises,Research And Regulatory,Small Producers
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2028,D5,Environmental Protection Agency,2020,Teagasc The Agriculture And Food Development Authority,Dairy Cooperatives,Teagasc collaborates with dairy cooperatives through the Agricultural Sustainability Support and Advisory Programme to advise farmers on measures to improve water quality.,Collaboration,Semi-State Agency,Producers
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2029,D5,Environmental Protection Agency,2020,Teagasc The Agriculture And Food Development Authority,Dairy Cooperatives,Teagasc collaborates with dairy cooperatives through the Agricultural Sustainability Support and Advisory Programme to advise farmers on measures to improve water quality.,Collaboration,Semi-State Agency,Producers
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2030,D5,Environmental Protection Agency,2020,Local Authority Waters Programme,Agricultural Sustainability Support And Advisory Programme,"LAWPRO notifies ASSAP of water quality issues related to agriculture, and ASSAP works with local farmers to implement improvements.",Notifies,State Agencies And Local Authorities,Research And Regulatory
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2031,D5,Environmental Protection Agency,2020,Agricultural Sustainability Support And Advisory Programme,Local Farming Community,ASSAP works with the local farming community to identify and implement improvements in water quality based on issues identified by LAWPRO.,Implements,Research And Regulatory,Producers
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2032,D5,Environmental Protection Agency,2020,National Institute For Public Health And The Environment,Government Of Ireland,"The Irish Government commissioned the National Institute for Public Health and the Environment to prepare a report on electromagnetic fields in the Irish context, confirming no health effects below international guidelines.",Reports,Research And Regulatory,Government Of Ireland
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2033,D5,Environmental Protection Agency,2020,National Institute For Public Health And The Environment,Government Of Ireland,"The Irish Government commissioned the National Institute for Public Health and the Environment to prepare a report on electromagnetic fields in the Irish context, confirming no health effects below international guidelines.",Reports,Research And Regulatory,Government Of Ireland
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2034,D5,Environmental Protection Agency,2020,Environmental Protection Agency,Queenâ€™S University Belfast,The EPA funded research projects at Queenâ€™s University Belfast that developed phosphorus treatment and recycling technologies for the agri-food sector.,Funds,State Agencies ,Research And Regulatory
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2035,D5,Environmental Protection Agency,2020,Environmental Protection Agency,University Of Galway,The EPA funded research projects at the National University of Ireland Galway that explored phosphorus treatment and recycling technologies for the agri-food sector.,Funds,State Agencies ,Research And Regulatory
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2036,D5,Environmental Protection Agency,2020,Environmental Protection Agency,University College Cork,The EPA coordinates and funds research at University College Cork focused on demonstrating a circular economy approach to dairy-processing wastewater.,Funds,State Agencies ,Research And Regulatory
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2037,D5,Environmental Protection Agency,2020,Environmental Protection Agency,University Of Limerick,"The EPA funds research at the University of Limerick, including projects focused on the reuse of industrial wastes and recovery of valuable metals.",Funds,State Agencies ,Research And Regulatory
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2038,D5,Environmental Protection Agency,2020,Environmental Protection Agency,Abp Food Group,The EPA supports ABP's efforts to achieve European Water Stewardship certification by providing guidance and resources for sustainable water management practices.,Supports,State Agencies ,Processors
Environmental Protection Agency – Ireland's Environment – An Integrated Assessment 2039,D5,Environmental Protection Agency,2020,Google,Watttime,Google supports Watt Time in developing a satellite system to monitor emissions from large power stations globally.,Supports,Telecommunications And Financial Services,Telecommunications And Financial Services
Ireland’s Climate Change Assessment Volume 2,D2,Environmental Protection Agency,2023,Government Of Ireland,Irish Agricultural Sector,The government has taken actions to promote the production of protein crops in the agricultural sector to address emissions related to high-protein feed imports.,Implements,Government Of Ireland,Producers
Ireland’s Climate Change Assessment Volume 3,D2,Environmental Protection Agency,2023,Teagasc The Agriculture And Food Development Authority,Irish Agricultural Sector,Teagasc has developed solutions to reduce emissions specifically for the Irish agricultural sector through various mitigation actions.,Implements,Semi-State Agency,Producers
Ireland’s Climate Change Assessment Volume 4,D2,Environmental Protection Agency,2023,Teagasc The Agriculture And Food Development Authority,Irish Agricultural Sector,Teagasc has developed solutions to reduce emissions specifically for the Irish agricultural sector through various mitigation actions.,Implements,Semi-State Agency,Producers
Ireland’s Climate Change Assessment Volume 5,D2,Environmental Protection Agency,2023,Teagasc The Agriculture And Food Development Authority,Farmers,Teagasc provides technical guidelines to farmers for agricultural mitigation strategies aimed at reducing emissions.,Advises,Semi-State Agency,Producers
Ireland’s Climate Change Assessment Volume 6,D2,Environmental Protection Agency,2023,Teagasc The Agriculture And Food Development Authority,Farmers,Teagasc provides technical guidelines to farmers for agricultural mitigation strategies aimed at reducing emissions.,Advises,Semi-State Agency,Producers
Ireland’s Climate Change Assessment Volume 7,D2,Environmental Protection Agency,2023,"Department Of Environment, Climate And Communications",Farmers,"The Department of Communications, Climate Action and the Environment addresses the barriers faced by farmers in adopting agricultural mitigation strategies.",Supports,"Department Of Environment, Climate And Communications",Producers
Ireland’s Climate Change Assessment Volume 8,D2,Environmental Protection Agency,2023,Teagasc The Agriculture And Food Development Authority,Irish Agricultural Sector,Teagasc has developed solutions to reduce emissions specifically for the Irish agricultural sector through various mitigation actions.,Implements,Semi-State Agency,Producers
Ireland’s Climate Change Assessment Volume 9,D2,Environmental Protection Agency,2023,Teagasc The Agriculture And Food Development Authority,Irish Agricultural Sector,Teagasc has developed solutions to reduce emissions specifically for the Irish agricultural sector through various mitigation actions.,Implements,Semi-State Agency,Producers
Our Rural Future - Rural Development Policy 2021 - 2025,D8,Government of Ireland,2021,Agri-Food Businesses,Irish Society,The Agriculture sector is actively addressing environmental challenges to support Irish society's transition to a climate-neutral economy by 2050.,Supports,Processors,Civil Society
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Dairy Sustainability Ireland,Farmers,Dairy Sustainability Ireland collaborates with farmers to help them meet environmental targets through improved fertiliser application and water protection practices.,Collaboration,Trade Association,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Dairy Sustainability Ireland,Farmers,Dairy Sustainability Ireland collaborates with farmers to help them meet environmental targets through improved fertiliser application and water protection practices.,Collaboration,Trade Association,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Agri-Environment Advisors,The Government funds 20 Agri-Environment Advisors to promote on-farm best practices for improving water quality.,Funds,Government Of Ireland,Inputs
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Dairy Sustainability Ireland,Farmers,Dairy Sustainability Ireland collaborates with farmers to help them meet environmental targets through improved fertiliser application and water protection practices.,Collaboration,Trade Association,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Dairy Sustainability Ireland,Farmers,Dairy Sustainability Ireland collaborates with farmers to help them meet environmental targets through improved fertiliser application and water protection practices.,Collaboration,Trade Association,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Agri-Environment Advisors,The Government funds 20 Agri-Environment Advisors to promote best practices for improving water quality on farms.,Funds,Government Of Ireland,Inputs
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Bord Bia The Irish Food Board,Origin Green Farmer Members,Bord Bia provides evidence regarding the significant contribution of Origin Green farmer members to the country's beef and dairy production.,Reports,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Bord Bia The Irish Food Board,Origin Green Farmer Members,Bord Bia provides evidence regarding the significant contribution of Origin Green farmer members to the country's beef and dairy production.,Reports,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Bord Bia The Irish Food Board,Dairy Farmers,Bord Bia provides evidence regarding the membership of dairy farmers in relation to climate action.,Reports,"Branding, Marketing And Distribution",Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Bord Bia The Irish Food Board,Dairy Farmers,Bord Bia provides evidence regarding the membership of dairy farmers in relation to climate action.,Reports,"Branding, Marketing And Distribution",Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Bord Bia The Irish Food Board,Origin Green Farmer Members,Bord Bia highlights the significant contribution of Origin Green farmer members to the country's beef and dairy production.,Reports,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Bord Bia The Irish Food Board,Origin Green Farmer Members,Bord Bia highlights the significant contribution of Origin Green farmer members to the country's beef and dairy production.,Reports,"Branding, Marketing And Distribution","Branding, Marketing And Distribution"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Teagasc The Agriculture And Food Development Authority,Farmers,Teagasc identified anaerobic digestion as a method for farmers to manage slurry while generating renewable energy.,Supports,Semi-State Agency,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Teagasc The Agriculture And Food Development Authority,Farmers,Teagasc identified anaerobic digestion as a method for farmers to manage slurry while generating renewable energy.,Supports,Semi-State Agency,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Irish Congress Of Trade Unions,Nevin Economic Research Institute,The Irish Congress of Trade Unions and the Nevin Economic Research Institute (NERI) were mentioned together in a transcript dated 4 December 2018.,Mentions,Trade Association,Research And Regulatory
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Marine And Renewable Energy Ireland (Marei) Centre,Teagasc The Agriculture And Food Development Authority,Marine and Renewable Energy Ireland (MaREI) Centre and Teagasc are mentioned together in a transcript dated 12 December 2018.,Mentions,Research and Regulatory,Semi-State Agency
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Marine And Renewable Energy Ireland (Marei) Centre,Teagasc The Agriculture And Food Development Authority,Marine and Renewable Energy Ireland (MaREI) Centre and Teagasc are mentioned together in a transcript dated 12 December 2018.,Mentions,Research and Regulatory,Semi-State Agency
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Met Ã‰ireann,RaidiÃ³ TeilifÃ­s Ã‰ireann,MET Ã‰ireann and RTÃ‰ are mentioned together in the context of a meeting or event on 16 January 2019.,Mentions,Research And Regulatory,"Branding, Marketing And Distribution"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Department Of The Taoiseach,Farmers,The Department of the Taoiseach is tasked with establishing a forum to create new opportunities for farmers through agricultural diversification and climate change initiatives.,Supports,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Farmers,"The Department of Agriculture, Food and the Marine is recommended to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.",Recommendation,"Department Of Housing, Local Government And Heritage",Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Farmers,"The Department of Agriculture, Food and the Marine is recommended to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.",Recommendation,Department Of The Taoiseach,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Agricultural Advisory Service,"The Department of Agriculture, Food and the Marine is recommended to direct Teagasc to enhance the agricultural advisory service for better support to farmers transitioning to low carbon farming.",Recommends,"Department Of Agriculture, Food And The Marine",Research And Regulatory
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Agricultural Advisory Service,"The Department of Agriculture, Food and the Marine is recommended to direct Teagasc to enhance the agricultural advisory service for better support to farmers transitioning to low carbon farming.",Recommends,"Department Of Agriculture, Food And The Marine",Research And Regulatory
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Consumers,The Government is recommended to develop a national strategy for sustainable Anaerobic Digestion to provide biomethane to consumers.,Proposes,Government Of Ireland,Civil Society
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Agricultural Cooperatives,The Government is recommended to develop a national strategy to facilitate cooperatives for processing slurry through Anaerobic Digestion to benefit the agricultural sector.,Proposes,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Agricultural Sustainability Support And Advisory Programme,The Government is recommended to build on the Sustainability Support and Advisory Programme to enhance knowledge transfer and support farmers in transitioning to low carbon farming.,Recommendation,Government Of Ireland,Research And Regulatory
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Dairy Sustainability Ireland,The Government should promote the Dairy Sustainability Ireland initiative as part of a broader strategy to enhance knowledge transfer and support farmers in transitioning to low carbon farming.,Supports,Government Of Ireland,Trade Association
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Farmers,The Government is recommended to establish a forum with Farmers to promote agricultural diversification and climate change initiatives.,Proposes,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Agricultural Colleges,The Government is recommended to promote knowledge transfer on mitigation measures and opportunities through agricultural colleges as part of a broader strategy for sustainable agriculture.,Recommendation,Government Of Ireland,Research And Regulatory
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Third-Level Educational Institutions,The Government should promote knowledge transfer on mitigation measures and opportunities through third level institutions to assist farmers in transitioning to low carbon farming.,Supports,Government Of Ireland,Research And Regulatory
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Department Of The Taoiseach,Farmers,The Department of the Taoiseach is tasked with establishing a forum to create new opportunities for farmers through agricultural diversification and climate change initiatives.,Supports,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Farmers,"The Department of Agriculture, Food and the Marine is recommended to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.",Recommendation,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Farmers,"The Department of Agriculture, Food and the Marine is recommended to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.",Recommendation,Department Of The Taoiseach,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Teagasc The Agriculture And Food Development Authority,Farmers,Teagasc is directed to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.,Supports,Semi-State Agency,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Teagasc The Agriculture And Food Development Authority,Farmers,Teagasc is directed to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.,Supports,Semi-State Agency,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Department Of The Taoiseach,Farmers,The Department of the Taoiseach is tasked with establishing a forum to create new opportunities for farmers through agricultural diversification and climate change initiatives.,Supports,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Farmers,"The Department of Agriculture, Food and the Marine is recommended to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.",Recommendation,Semi-State Agency,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Farmers,"The Department of Agriculture, Food and the Marine is recommended to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.",Recommendation,Department Of The Taoiseach,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Agricultural Cooperatives,The Government is recommended to develop a national strategy to facilitate cooperatives for processing slurry via Anaerobic Digestion to benefit the agricultural sector.,Proposes,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Department Of The Taoiseach,Farmers,The Department of the Taoiseach is recommended to establish a multi-stakeholder forum to create new opportunities for farmers through agricultural diversification and climate change initiatives.,Proposes,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Farmers,"The Department of Agriculture, Food and the Marine is recommended to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.",Recommendation,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Farmers,"The Department of Agriculture, Food and the Marine is recommended to enhance agricultural advisory services to assist farmers in transitioning to low carbon farming.",Recommendation,Department Of The Taoiseach,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Agricultural Advisory Service,"The Department of Agriculture, Food and the Marine is recommended to direct Teagasc to enhance the agricultural advisory service for better support to farmers transitioning to low carbon farming.",Recommends,"Department Of Agriculture, Food And The Marine",Research And Regulatory
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Agricultural Advisory Service,"The Department of Agriculture, Food and the Marine is recommended to direct Teagasc to enhance the agricultural advisory service for better support to farmers transitioning to low carbon farming.",Recommends,"Department Of Agriculture, Food And The Marine",Research And Regulatory
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Government Of Ireland,Agricultural Cooperatives,The Government is recommended to develop a national strategy to facilitate cooperatives for processing slurry via Anaerobic Digestion to benefit the agricultural sector.,Proposes,Government Of Ireland,Producers
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,European Commission,"Directorate-General For Energy, European Commission",The Director General (DG) Energy of the European Commission was mentioned in a public meeting context on 20 September 2018.,Mentions,European Union (Eu),European Union (Eu)
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Business, Employment And Retail",Enterprise Ireland,"The Secretary General of the Department of Business, Employment and Retail was mentioned alongside Enterprise Ireland during a public meeting.",Mentions,"Department Of Business, Employment And Retail","Department Of Business, Employment And Retail"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Business, Employment And Retail",Industrial Development Authority,"The Secretary General of the Department of Business, Employment and Retail was present alongside the Irish Development Authority (IDA) during a public meeting.",Neutral,"Department Of Business, Employment And Retail",State Agencies And Local Authorities
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Business, Employment And Retail",Science Foundation Ireland,"The Secretary General of the Department of Business, Employment and Retail was present alongside Science Foundation Ireland during a public meeting on 18 October 2018.",Neutral,"Department Of Business, Employment And Retail",Research And Regulatory
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Department Of Rural And Community Development,Office Of Public Works,The Secretary General of the Department of Rural and Community Development was mentioned alongside The Office of Public Works (OPW) in a public meeting context.,Mentions,Department Of Rural And Community Development,State Agencies And Local Authorities
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Teagasc The Agriculture And Food Development Authority,"The Secretary General of the Department of Agriculture, Food and the Marine was present alongside Teagasc at a public meeting on 7 November 2018.",Neutral,"Department Of Business, Employment And Retail",Semi-State Agency
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Teagasc The Agriculture And Food Development Authority,"The Secretary General of the Department of Agriculture, Food and the Marine was present alongside Teagasc at a public meeting on 7 November 2018.",Neutral,Department Of Rural And Community Development,Semi-State Agency
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Teagasc The Agriculture And Food Development Authority,"The Secretary General of the Department of Agriculture, Food and the Marine was present alongside Teagasc at a public meeting on 7 November 2018.",Neutral,"Department Of Agriculture, Food And The Marine",Semi-State Agency
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Teagasc The Agriculture And Food Development Authority,"The Secretary General of the Department of Agriculture, Food and the Marine was present alongside Teagasc at a public meeting on 7 November 2018.",Neutral,"Department Of Agriculture, Food And The Marine",Semi-State Agency
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Bord Bia The Irish Food Board,"The Secretary General of the Department of Agriculture, Food and the Marine was present at a public meeting alongside Bord Bia.",Neutral,"Department Of Agriculture, Food And The Marine","Branding, Marketing And Distribution"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Bord Bia The Irish Food Board,"The Secretary General of the Department of Agriculture, Food and the Marine was present at a public meeting alongside Bord Bia.",Neutral,"Department Of Agriculture, Food And The Marine","Branding, Marketing And Distribution"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Bord Bia The Irish Food Board,"The Secretary General of the Department of Agriculture, Food and the Marine was present at a public meeting alongside Bord Bia.",Neutral,"Department Of Agriculture, Food And The Marine","Branding, Marketing And Distribution"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,"Department Of Agriculture, Food And The Marine",Bord Bia The Irish Food Board,"The Secretary General of the Department of Agriculture, Food and the Marine was present at a public meeting alongside Bord Bia.",Neutral,"Department Of Agriculture, Food And The Marine","Branding, Marketing And Distribution"
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Bord Na MÃ³na,Eirgrid,Bord Na MÃ³na and EirGrid were mentioned together in a transcript from a public meeting on 13 November 2018.,Mentions,"Department Of Agriculture, Food And The Marine",Telecommunications And Financial Services
"Report, Climate Change: A Cross-Party Consensus for Action",D3,Joint Committee on Climate Action,2019,Irish Congress Of Trade Unions,Nevin Economic Research Institute,The Irish Congress of Trade Unions and the Nevin Economic Research Institute (NERI) are mentioned together in the context of a public meeting on 4 December 2018.,Mentions,Trade Association,Research And Regulatory
