Speaker,Topic Thoughts,Sentiment,Labels,Category
Mr. Bill Callanan,The speaker emphasizes the importance of improving water quality and acknowledges the challenges posed by nutrient levels in Irish waters.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker emphasizes the importance of improving water quality and acknowledges the challenges in achieving this goal.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges the importance of improving water quality and recognizes the challenges posed by nutrient levels in Irish waters.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker emphasizes the need to reduce nitrates in water and acknowledges the upward trend in nitrate levels as a challenge.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker emphasizes the importance of education and collaboration regarding water quality and nitrates management.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges the need for Ireland to improve water quality and recognizes the complexity of achieving this despite reductions in nitrate levels.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges the need for progress in water quality and emphasizes the importance of connecting farmers to local water quality impacts.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges the complexity of managing nitrates and supports a comprehensive approach to address water quality issues.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges the complexity of managing nitrates and supports a whole-territory approach in addressing water quality issues.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges the complexity of managing nitrates and supports a catchment-specific approach to address water quality issues.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges the complexity of managing nitrates and emphasizes the need for a catchment-specific approach.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. David Flynn,The nitrates directive is viewed as a blunt and non-selective instrument that requires tailored measures based on local conditions.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The nitrates directive is considered a blunt and non-selective instrument that requires tailored measures based on local conditions.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The speaker views the nitrates directive as a blunt and non-selective instrument that requires more targeted measures based on local conditions.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The nitrates directive is viewed as a blunt and non-selective instrument that requires more tailored measures based on local conditions.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The nitrates directive is viewed as a blunt and non-selective instrument that requires more targeted measures based on local conditions.,Oppose,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The nitrates directive is viewed as a blunt and non-selective instrument that requires more targeted measures based on local conditions.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. Bill Callanan,The speaker indicates a concern about declining water quality linked to increased agricultural activity and fertiliser usage.,Oppose,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Joe Flaherty,The speaker believes that nitrate concentration has not worsened over the years and may have seen marginal improvement.,Neutral,"Deputy (TD), Fianna Fáil, Longford Westmeath",Political Party
Deputy Joe Flaherty,The speaker believes that nitrate concentration has not worsened over a 12-year period and may have improved marginally.,Neutral,"Deputy (TD), Fianna Fáil, Longford Westmeath",Political Party
Mr. Bill Callanan,"The speaker acknowledges that nitrates are predominantly an agricultural issue, but not solely limited to agriculture.",Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges that nitrates are predominantly an agricultural issue but does not fully attribute them solely to agriculture.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. David Flynn,"The speaker expresses concern about water quality issues, particularly related to high nitrate levels from agriculture.",Oppose,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker expresses concern about water quality issues, particularly related to nitrates from agriculture.",Oppose,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Deputy Joe Flaherty,The speaker believes that insufficient investment in water security has negatively impacted the position of Irish farmers.,Oppose,"Deputy (TD), Fianna Fáil, Longford Westmeath",Political Party
Mr. David Flynn,The speaker believes that addressing nitrate levels should focus on catchment management rather than relying solely on treatment as a last resort.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The speaker believes that addressing nitrate levels should focus on catchment management rather than relying on costly treatment as a last resort.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The speaker believes that treatment for high nitrate levels should be a last resort and not the primary approach.,Oppose,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker believes that Ireland has good water quality that must be maintained according to the nitrates directive, while other member states also need to improve their water quality.",Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The speaker believes that Ireland has good water quality compared to other member states and emphasizes the need to maintain it under the nitrates directive.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Deputy Michael Collins,The speaker believes that emissions from agriculture need to be managed but acknowledges that farmers are already making efforts to reduce them.,Neutral,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,"The speaker believes that emissions regulations could severely impact Irish farmers, leading to significant reductions in livestock numbers and harming the agricultural sector.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,The speaker acknowledges that Irish farmers are making efforts to reduce emissions through various practices.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,"The speaker believes that Irish farmers are making efforts to reduce emissions and improve practices, but warns that restrictive nitrate cuts could severely harm their livelihoods.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,"The speaker criticizes the blame placed on farmers for water contamination, emphasizing the need for proper sewage treatment and acknowledging farmers' efforts towards improvement.",Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Mr. Bill Callanan,The speaker acknowledges that nitrate concentrations in groundwater are predominantly agriculturally-driven.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,Nitrate concentrations in groundwater are predominantly driven by agricultural practices.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. David Flynn,The speaker acknowledges the significant pressures on water quality from wastewater and agriculture.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker acknowledges the significant pressures on water quality from various sources, including wastewater.",Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The speaker acknowledges the impact of wastewater on water quality and emphasizes ongoing investment in wastewater treatment.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker acknowledges the pressures on water quality from various sources, including wastewater treatment issues.",Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Deputy Michael Collins,"The speaker believes that the State is the biggest polluter due to outdated sewage plants, and expresses concern about farmers being unfairly blamed.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,"The speaker believes that the State is the biggest polluter due to outdated sewage plants, rather than farmers being the primary issue.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Mr. David Flynn,"Agriculture is currently a significant pressure on water quality, primarily due to cultural nutrients.",Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,Agriculture is the primary cause of pressure on water status according to EPA reports.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. Bill Callanan,"The nitrates regulation is a mandatory state requirement for farmers, regardless of their participation in the basic payment system.",Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges water quality issues are not solely linked to one sector and emphasizes the need for a collective approach to address these issues.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges water quality issues related to farming but emphasizes that these issues are not solely attributable to one sector.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. David Flynn,The speaker acknowledges the EPA's implementation of the Commission's criteria for water quality but expresses a desire for more flexibility in choosing measures for water management.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker acknowledges the EPA's role in implementing the Commission's criteria for water quality, indicating a reliance on established regulations.",Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. Bill Callanan,The speaker acknowledges a significant reduction in nitrogen application but notes that this has not led to a dramatic impact on water quality due to drought conditions.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker acknowledges that nitrate levels have increased in certain areas and emphasizes the need for actions to address nitrogen loss.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Senator Paul Daly,"The speaker expresses concern that farmers will be unfairly penalized despite their investments aimed at improving water quality, emphasizing the need for a logical approach alongside scientific measures.",Oppose,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,"The speaker expresses concern that farmers will be unfairly penalized despite their investments aimed at improving water quality, emphasizing the need for a logical approach alongside scientific measures.",Oppose,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Mr. Bill Callanan,The speaker believes there has been a lost decade in water improvement across Europe and emphasizes the need for progress and adherence to EU rules.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker believes there has been a lost decade in water improvement across Europe and emphasizes the need for resolution and adherence to EU rules.,Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,The speaker emphasizes the necessity of having a legally agreed nitrates action programme before seeking a derogation vote from the Commission.,Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. David Flynn,The speaker supports a nitrates action programme that applies to all farmers and emphasizes the importance of environmental assessments for water quality.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker supports the inclusion of all farmers in the nitrates action programme, emphasizing its comprehensive application.",Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker emphasizes that the nitrates action programme applies to all farmers, not just derogation farms, and is subject to environmental assessments.",Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Senator Paul Daly,The speaker expresses concern that outdated water quality reports will not reflect current conditions or actions taken.,Oppose,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker expresses concern that outdated water quality reports will not reflect current conditions or actions taken.,Oppose,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Senator Paul Daly,The speaker expresses concern that outdated water quality data will not reflect current conditions or actions taken.,Neutral,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker expresses concern that outdated water quality data will not reflect current conditions or actions taken.,Neutral,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Mr. David Flynn,"The speaker emphasizes that water quality is not the only concern, highlighting the importance of a comprehensive approach involving various data sources.",Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker emphasizes the importance of a comprehensive approach to water quality, integrating various data sources and legal requirements.",Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The speaker acknowledges that nutrient levels in water are too high according to monitoring results.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. Bill Callanan,"Nitrates are a measure of organic nitrogen applied, not present, and are essential for pig farmers who need appropriate spread lands.",Support,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Senator Tim Lombard,The speaker believes that better management practices have significantly reduced nitrates levels among informed farmers.,Support,"Senator, Fine Gael, Cork",Political Party
Mr. David Flynn,The speaker supports concurrent reviews of the nitrates action programme to address water quality issues.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker indicates that nitrogen levels in rivers and estuaries are generally linked to input at a landscape scale, but show significant local variability.",Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The speaker acknowledges the variability of nitrate levels and emphasizes the need for controlled farm practices to manage their impact.,Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,The speaker acknowledges the variability of nitrate levels across Ireland and emphasizes the need for controlled farm practices to manage their impact.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Deputy Michael Fitzmaurice,The standard of water supply has significantly improved over the past years.,Support,"Deputy (TD), Independent, Roscommon",Political Party
Mr. David Flynn,The speaker believes that drinking water standards have improved due to new legislation.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker indicates that drinking water standards have improved with new legislation, but the nitrates directive has not seen any changes since 1991.",Neutral,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. Bill Callanan,"The speaker acknowledges that nitrates levels are too high in certain areas, particularly in the south and east, and accepts the data provided by the EPA as valid.",Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Bill Callanan,"The speaker acknowledges that nitrates levels are too high in certain areas, particularly in the south and east, despite the challenges in data interpretation.",Neutral,"Chief Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Danny Healy-Rae,The speaker expresses concern over the lack of investment in treatment plants and the impact of urban sewage on water quality.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Mr. Fintan Kelly,The speaker emphasizes the importance of peatlands in carbon sequestration and highlights the need for restoration to achieve net-zero emissions.,Support,"Nutritionist, National Dairy Council (NDC), Trade Association",Trade Association
Dr. Elaine McGoff,The speaker believes wetlands serve as a carbon sink and contribute to long-term carbon sequestration.,Support,"Natural Environment Officer, An Taisce  The National Trust for Ireland, NGO",NGO
Deputy Jennifer Whitmore,Support for rural and farming communities is essential for making necessary changes.,Support,"Spokesperson on Climate Action, Communications Networks and Transport, Social Democrats, Wicklow",Political Party
Deputy Jennifer Whitmore,Support for rural and farming communities is essential and requires financial supports and consultation.,Support,"Spokesperson on Climate Action, Communications Networks and Transport, Social Democrats, Wicklow",Political Party
Ms Sadhbh ’Neill,The speaker expresses skepticism about the effectiveness of carbon markets and the reliability of land use practices for permanent carbon storage.,Oppose,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Dr. Elaine McGoff,The speaker emphasizes the importance of multi-stakeholder forums for addressing water quality issues and acknowledges the contentious role of agriculture in these discussions.,Neutral,"Natural Environment Officer, An Taisce  The National Trust for Ireland, NGO",NGO
Dr. Elaine McGoff,The speaker emphasizes the importance of multi-stakeholder forums to address water quality issues collaboratively.,Support,"Natural Environment Officer, An Taisce  The National Trust for Ireland, NGO",NGO
Ms Geraldine ’Sullivan,"The speaker acknowledges the relationship between biodiversity and carbon, emphasizing the potential benefits of improved nature health on carbon sequestration.",Support,"Biodiversity Officer, Irish Environmental Network (IEN), NGO",NGO
Mr. Micheál McDonnell,The speaker acknowledges the potential for carbon farming to create new income streams but emphasizes the need for farmer consent and trust in implementing such changes.,Neutral,"General Secretary, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Senator Alice-Mary Higgins,The speaker emphasizes the importance of peatlands for carbon storage and advocates for stopping wetland drainage as a priority.,Support,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Ms Sadhbh ’Neill,The speaker emphasizes the importance of understanding the distinction between avoided emissions and removals in carbon management.,Neutral,"Policy Coordinator , Stop Climate Chaos Coalition, NGO",NGO
Dr. Elaine McGoff,The speaker advocates for a review and modernization of the Arterial Drainage Act to align with EU law and improve water quality management.,Support,"Natural Environment Officer, An Taisce  The National Trust for Ireland, NGO",NGO
Ms Geraldine ’Sullivan,The speaker acknowledges improvements in water quality due to nitrate action plans but emphasizes the complexity of factors affecting it.,Neutral,"Biodiversity Officer, Irish Environmental Network (IEN), NGO",NGO
Dr. Elaine McGoff,"The speaker believes that water quality is declining, with significant increases in nitrate and phosphate pollution.",Oppose,"Natural Environment Officer, An Taisce  The National Trust for Ireland, NGO",NGO
Deputy Christopher ’Sullivan,The speaker emphasizes the importance of improving water quality while maintaining the viability of the dairy industry.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Dr. Eimear Cotter,"The speaker indicates that 46% of waters are not in good condition, largely due to agricultural impacts.",Oppose,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker indicates that a significant portion of water bodies are not in good condition, largely due to agricultural impacts.",Oppose,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker indicates that 46% of waters are not in good condition, largely due to agricultural impacts.",Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker indicates that 46% of waters are not in good condition, with agriculture significantly impacting water quality.",Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"Nitrate levels are too high in many rivers and estuaries, indicating a need for reduction to improve water quality.",Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker believes nitrate levels are too high in many rivers and estuaries, indicating a need for reduction to improve water quality.",Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Deputy Christopher ’Sullivan,The speaker believes that reducing cattle numbers is not an effective solution for improving water quality and suggests implementing compliance measures instead.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Christopher ’Sullivan,The speaker believes that compliance measures and on-farm inspections would be more effective for improving water quality than simply reducing cattle numbers.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Dr. Eimear Cotter,Compliance and enforcement of existing environmental legislation are crucial for addressing water quality issues.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,Compliance and enforcement of existing environmental legislation are essential for addressing water quality issues.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker emphasizes the need to reduce nitrate levels in waters but does not propose specific solutions.,Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,One solution alone is insufficient to address water quality problems.,Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker indicates that nitrates typically show a response within about a year, particularly after conditions like drought when fertilizer is applied.",Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Deputy Jennifer Whitmore,The speaker expresses concern that increased rainfall due to climate change may lead to greater difficulties with nitrates and increased run-off into the system.,Neutral,"Spokesperson on Climate Action, Communications Networks and Transport, Social Democrats, Wicklow",Political Party
Dr. Jenny Deakin,The speaker emphasizes the necessity of a nutrient source for water management.,Support,"Manager of the Catchment Science and Management Unit, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Jenny Deakin,The speaker emphasizes the necessity of a nutrient source for water management.,Neutral,"Manager of the Catchment Science and Management Unit, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Jenny Deakin,"Water quality issues are a concern for the entire agricultural sector, not just for the farmers affected by the derogation cut.",Neutral,"Manager of the Catchment Science and Management Unit, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Eimear Cotter,The speaker emphasizes the importance of regulating water discharges as part of the EPA's environmental oversight responsibilities.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker emphasizes the importance of regulating water discharges as part of the EPA's role in environmental oversight.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,Local authorities need to improve their performance in protecting water quality through effective resource deployment and enforcement of regulations.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,Local authorities need to improve their performance in protecting water quality through better resource deployment and enforcement of regulations.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Professor Mark Scott,The speaker emphasizes the necessity to reduce emissions and address biodiversity loss as part of environmental policy.,Support,"Professor in the School of Architecture, Planning and Environmental Policy, University College Dublin (UCD), Research and Regulatory",Research and Regulatory
Dr. Eimear Cotter,The speaker emphasizes the need for local authorities to increase farm inspections and enforcement to protect water quality from agricultural activities.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker supports the development of a national environmental policy to address water quality issues and their connections to agriculture and sustainability.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker supports addressing septic tank issues to improve water quality and advocates for a coherent national environmental policy.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker supports addressing septic tank issues to improve water quality and advocates for a coherent national environmental policy that connects various sectors, including agriculture.",Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker supports the development of a national environmental policy to improve water quality and address issues related to agriculture and sustainability.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker identifies agriculture as the most significant pressure on the water environment, impacting 1,000 water bodies.",Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker identifies agriculture as the most significant pressure impacting water bodies.,Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker identifies agriculture as the most significant pressure on water bodies, impacting 1,000 of them.",Neutral,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker acknowledges that urban wastewater discharges are a significant pressure on water bodies and emphasizes the need for continued investment to reduce their impact.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker acknowledges significant issues with urban wastewater discharges impacting water bodies and emphasizes the need for continued investment and attention to water quality.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker acknowledges significant impacts on water bodies from urban wastewater discharges and emphasizes the need for continued investment and action.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker emphasizes the importance of understanding physical changes to water bodies and their impact on water quality, highlighting ongoing efforts to address these issues through management plans.",Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker emphasizes the importance of understanding physical changes to waters and their impact on water quality, highlighting ongoing efforts to address these issues through management plans.",Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,"The speaker emphasizes the importance of understanding physical changes to water bodies and their impact on water quality, highlighting ongoing efforts to address these issues through a draft river basin management plan.",Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,Improving water quality is essential for the health of aquatic ecosystems.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Senator Timmy Dooley,The speaker expresses concern about potential restrictions on afforestation and its negative impact on river basins.,Oppose,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Deputy Paul Murphy,"The speaker advocates for increased sanctions and meaningful penalties for water polluters, expressing concern over the lack of prosecutions for pollution incidents.",Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Paul Murphy,The speaker advocates for increased sanctions and meaningful penalties for water polluters.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Dr. Eimear Cotter,The speaker emphasizes the importance of effective implementation and enforcement of environmental legislation related to water quality.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker believes that the new regulatory regime for water abstraction will positively reduce pressure on water bodies.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Eimear Cotter,The speaker believes that the introduction of a new regulatory regime for water abstraction will positively reduce pressure on water bodies.,Support,"Director of Low Carbon Technologies, Sustainable Energy Authority of Ireland (SEAI), Semi State agency ",Semi State agency 
Dr. Jenny Deakin,The speaker emphasizes the importance of monitoring and assessing water quality to identify and address specific issues related to water bodies.,Support,"Manager of the Catchment Science and Management Unit, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Jenny Deakin,The speaker emphasizes the importance of monitoring water quality and understanding the specific issues affecting individual water bodies.,Support,"Manager of the Catchment Science and Management Unit, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Jenny Deakin,The speaker emphasizes the importance of monitoring water quality and identifying specific sources of pollution to inform targeted inspection plans.,Support,"Manager of the Catchment Science and Management Unit, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Jenny Deakin,The speaker emphasizes the importance of monitoring water quality and identifying specific problems at the water-body scale.,Support,"Manager of the Catchment Science and Management Unit, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
Dr. Jenny Deakin,The speaker emphasizes the importance of monitoring and assessing water quality across numerous water bodies to identify and address specific issues.,Support,"Manager of the Catchment Science and Management Unit, Environmental Protection Agency (EPA), State Agencies ",State Agencies 
