_id,Speaker,Topic Thoughts,Sentiment,Organization,Designation,Category,Labels,Insert Datetime
6849ec1528a615fc0c4ce8f2,Deputy Brian Leddin,The speaker expresses concern that current trends in water quality are moving in the wrong direction and doubts the confidence of the ICMSA regarding future improvements.,Oppose,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8f3,Mr. Pat McCormack,The speaker acknowledges the importance of emissions management and the evolving understanding of practices like protected urea among farmers.,Neutral,Irish Creamery Milk Suppliers Association,President ,Trade Association 011,"Trade Association 011, President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8f4,Mr. Pat McCormack,The speaker expresses concern that the nitrates directive significantly undermines the unique environmental auditing structure of farmers in Europe.,Oppose,Irish Creamery Milk Suppliers Association,President ,Trade Association 011,"Trade Association 011, President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8f5,Mr. Denis Drennan,"The speaker supports the reduction of nitrates through a cut in chemical nitrogen and increased enforcement, emphasizing the need for time to evaluate their effectiveness.",Support,Irish Creamery Milk Suppliers Association,Chairman,Trade Association 011,"Trade Association 011, Chairman",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8f6,Mr. Pat McCormack,The speaker supports low-emission slurry spreading and investment in slurry storage to address emissions.,Support,Irish Creamery Milk Suppliers Association,President ,Trade Association 011,"Trade Association 011, President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8f7,Mr. Pat McCormack,The speaker supports low-emission slurry spreading and investment in slurry storage to reduce emissions.,Support,Irish Creamery Milk Suppliers Association,President ,Trade Association 011,"Trade Association 011, President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8f8,Mr. Pat McCormack,The speaker acknowledges the need to address emissions and is prepared to be part of the solution.,Support,Irish Creamery Milk Suppliers Association,President ,Trade Association 011,"Trade Association 011, President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8f9,Mr. David Flynn,The speaker emphasizes the need for measures to reduce water pollution and improve water quality due to high nutrient levels.,Support,Dairygold Co Operative Society Limited,Chairman,Processors 004,"Processors 004, Chairman",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8fa,Mr. Bill Callanan,"The speaker supports a banding system for nitrates compliance, acknowledging the challenges it presents but indicating a willingness to adapt.",Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8fb,Mr. Bill Callanan,The speaker supports a scientifically determined structure for nitrates emissions that benefits low and middle band farms.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8fc,Mr. Bill Callanan,The speaker emphasizes the importance of water quality in agricultural practices and schemes.,Neutral,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8fd,Mr. Bill Callanan,The speaker emphasizes the importance of water quality in agricultural practices and schemes.,Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8fe,Mr. Bill Callanan,"The speaker supports low-emission slurry spreading for ammonia reduction and improved manure efficiency, but sees limited impact on water quality from nitrates.",Support,"Department of Agriculture, Food and the Marine",Chief Inspector,"Department of Agriculture, Food and the Marine 004","Department of Agriculture, Food and the Marine 004, Chief Inspector",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce8ff,Senator Paul Daly,"The speaker suggests there is a discrepancy in nitrogen efficiency calculations, indicating a concern about the reduction in nitrogen figures.",Oppose,Fianna Fáil,Senator,Political Party 002,"Political Party 002, Senator",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce900,Senator Paul Daly,"The speaker suggests there is a discrepancy in nitrogen efficiency calculations, indicating a concern about the reduction in nitrogen figures.",Oppose,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce901,Senator Paul Daly,"The speaker suggests there is a discrepancy in nitrogen efficiency calculations, indicating a concern about the reduction in nitrogen figures.",Oppose,Fianna Fáil,Senator,Political Party 002,"Political Party 002, Senator",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce902,Senator Paul Daly,"The speaker suggests there is a discrepancy in nitrogen efficiency calculations, indicating a concern about the reduction in nitrogen figures.",Oppose,Seanad Eireann,Senator,Seanad Eireann 001,"Seanad Eireann 001, Senator",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce903,Deputy Joe Flaherty,The speaker believes that farmers should not be vilified and are essential custodians of land and water quality.,Support,Fianna Fáil,Deputy (TD),Political Party 002,"Political Party 002, Deputy (TD)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce904,Mr. Eddie Burgess,The speaker emphasizes the complexity of nitrate loss and the need for effective regulations to engage farmers.,Neutral,Teagasc The Agriculture and Food Development Authority,Specialist in Energy and Rural Development,Semi-state agency 012,"Semi-state agency 012, Specialist in Energy and Rural Development",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce905,Dr. Elaine McGoff,The speaker believes that the nitrates action programme lacks a tailored approach and fails to utilize available data effectively.,Oppose,An Taisce  The National Trust for Ireland,Natural Environment Officer,NGO 002,"NGO 002, Natural Environment Officer",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce906,Ms Sinéad ’Brien,The speaker believes there is a significant disconnect between the necessary reductions in nitrates and the targets set by the nitrates action plan.,Oppose,Sustainable Food Trust,Policy Director,NGO 026,"NGO 026, Policy Director",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce907,Dr. Frank ’Mara,The speaker emphasizes the importance of using nitrogen judiciously to reduce greenhouse gas emissions and improve water quality.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce908,Dr. Frank ’Mara,The speaker supports transitioning to a system that uses less nitrogen in agriculture for environmental and economic reasons.,Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce909,Dr. Frank ’Mara,"The speaker supports transitioning to lower nitrogen usage in agriculture, emphasizing reliance on nitrogen-fixing plants like clover to improve sustainability and reduce costs.",Support,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce90a,Dr. Elaine McGoff,"The speaker indicates that drained peatland is releasing carbon, contributing to climate emissions.",Neutral,An Taisce  The National Trust for Ireland,Natural Environment Officer,NGO 002,"NGO 002, Natural Environment Officer",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce90b,Dr. Elaine McGoff,"The speaker acknowledges that drained peatland is releasing carbon, indicating a negative impact on climate emissions.",Oppose,An Taisce  The National Trust for Ireland,Natural Environment Officer,NGO 002,"NGO 002, Natural Environment Officer",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce90c,Mr. Eddie Burgess,The speaker acknowledges that nitrates are a problem due to their contribution to nitrogen loss from urine.,Neutral,Teagasc The Agriculture and Food Development Authority,Specialist in Energy and Rural Development,Semi-state agency 012,"Semi-state agency 012, Specialist in Energy and Rural Development",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce90d,Mr. Eddie Burgess,The speaker acknowledges that nitrates are a concern due to their contribution to nitrogen loss through urine and water movement in the soil.,Neutral,Teagasc The Agriculture and Food Development Authority,Specialist in Energy and Rural Development,Semi-state agency 012,"Semi-state agency 012, Specialist in Energy and Rural Development",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce90e,Dr. Frank ’Mara,The speaker acknowledges significant improvements in knowledge and monitoring of water quality and its relationship with agriculture.,Neutral,Teagasc The Agriculture and Food Development Authority,Director of Research,Semi-state agency 012,"Semi-state agency 012, Director of Research",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce90f,Professor Myles Allen,The speaker advocates for a focus on measuring the impact of emissions on global temperature rather than solely relying on traditional metrics.,Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce910,Professor Myles Allen,The speaker advocates for measuring the impact of emissions on global temperature rather than relying solely on traditional metrics.,Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce911,Dr. Frank Mitloehner,"The speaker emphasizes the importance of assessing the impact of sectors on warming rather than just carbon equivalent emissions, highlighting significant reductions in the dairy sector's carbon footprint and methane emissions through incentivized strategies.",Support,University of California,Professor and Air Quality Specialist in Cooperative Extension,Research and Regulatory 094,"Research and Regulatory 094, Professor and Air Quality Specialist in Cooperative Extension",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce912,Dr. Frank Mitloehner,"The speaker believes that feed additives, particularly red seaweed, can significantly reduce enteric methane emissions in agriculture.",Support,University of California,Professor and Air Quality Specialist in Cooperative Extension,Research and Regulatory 094,"Research and Regulatory 094, Professor and Air Quality Specialist in Cooperative Extension",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce913,Deputy Brian Leddin,The speaker acknowledges the complexity of methane emissions from agriculture and suggests that they should be accounted for separately due to their role in the natural process.,Neutral,Green Party,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",Political Party 004,"Political Party 004, Deputy and Spokesperson on Transport, and Climate, Energy, and Communications",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce914,Mr. John Hourigan,"The speaker contends that methane from ruminants is part of a natural cycle and does not contribute to net emissions, unlike methane from mining which adds to atmospheric CO2.",Neutral,Irish Creamery Milk Suppliers Association,Vice President ,Trade Association 011,"Trade Association 011, Vice President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce915,Mr. John Hourigan,"The speaker contends that methane from ruminants is part of a natural cycle and does not contribute additional CO2 to the atmosphere, unlike methane from mining.",Neutral,Irish Creamery Milk Suppliers Association,Vice President ,Trade Association 011,"Trade Association 011, Vice President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce916,Professor Myles Allen,The speaker emphasizes the long-term significance of fossil CO2 over biological cycles in relation to geological timescales.,Neutral,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce917,Professor Myles Allen,The speaker emphasizes the importance of accurately accounting for methane emissions and their impact on global temperature in policy formulation.,Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce918,Professor Myles Allen,The speaker believes that increases in herd size contribute significantly to warming emissions and emphasizes the need for Ireland to report these impacts to discourage such practices in other countries.,Oppose,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce919,Professor Myles Allen,The speaker believes that increasing herd sizes significantly contributes to warming emissions and emphasizes the need for Ireland to report these impacts to discourage such practices in other countries.,Oppose,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce91a,Professor Myles Allen,The speaker believes that increases in herd size contribute significantly to warming emissions and emphasizes the need for transparency in reporting these impacts to discourage such practices.,Oppose,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce91b,Professor Myles Allen,"The speaker believes that reducing methane emissions from agriculture can have a significant positive impact on global temperatures, similar to carbon removal, and that this should be acknowledged to alleviate farmers' concerns.",Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce91c,Professor Myles Allen,"The speaker believes that reducing methane emissions from herds has a significant positive impact on global temperature, comparable to carbon removal, and that this should be acknowledged to alleviate farmers' concerns.",Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce91d,Professor Myles Allen,"The speaker believes that reducing livestock herds can have a positive impact on global temperature, similar to planting trees, and that this benefit should be acknowledged to alleviate farmers' concerns.",Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce91e,Professor Myles Allen,"The speaker emphasizes that carbon dioxide will be the long-term concern regarding climate impact, rather than methane.",Neutral,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce91f,Professor Myles Allen,The speaker believes that companies extracting fossil carbon should be held accountable for returning it to the ground.,Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce920,Deputy Matt Carthy,The speaker believes there is a deficiency in addressing emissions and climate action obligations on a farm-by-farm basis.,Oppose,Sinn Féin,"Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",Political Party 009,"Political Party 009, Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce921,Deputy Matt Carthy,The speaker believes there is a deficiency in addressing emissions on a farm-by-farm basis and advocates for rewarding good practices while addressing bad ones.,Support,Sinn Féin,"Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",Political Party 009,"Political Party 009, Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce922,Deputy Matt Carthy,The speaker believes there is a deficiency in assessing emissions on a farm-by-farm basis and advocates for rewarding good practices in agriculture.,Support,Sinn Féin,"Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",Political Party 009,"Political Party 009, Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce923,Mr. John Hourigan,The speaker believes that achieving carbon neutrality is desirable and emphasizes the importance of accounting for carbon removals by forestry and grassland in discussions about emissions.,Support,Irish Creamery Milk Suppliers Association,Vice President ,Trade Association 011,"Trade Association 011, Vice President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce924,Mr. John Hourigan,The speaker believes that achieving carbon neutrality is desirable and emphasizes the importance of accounting for carbon removals by forestry and grassland.,Support,Irish Creamery Milk Suppliers Association,Vice President ,Trade Association 011,"Trade Association 011, Vice President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce925,Mr. John Hourigan,"The speaker believes that achieving carbon neutrality is desirable, but current accounting practices hinder recognition of carbon removals by forestry and grassland.",Neutral,Irish Creamery Milk Suppliers Association,Vice President ,Trade Association 011,"Trade Association 011, Vice President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce926,Deputy Matt Carthy,"The speaker questions the accuracy of emissions figures, specifically regarding dairy emissions being potentially overestimated.",Neutral,Sinn Féin,"Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",Political Party 009,"Political Party 009, Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce927,Professor Myles Allen,"The speaker believes that accurate measurement of emissions, particularly methane's warming impact, is essential and can be improved to better inform agricultural practices.",Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce928,Professor Myles Allen,"The speaker believes that accurate measurement of carbon emissions, particularly methane, is essential for understanding their true impact on global temperatures and can be improved with better reporting practices.",Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce929,Professor Myles Allen,The speaker advocates for transparency in reporting national impacts on global temperature as part of climate agreements.,Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce92a,Professor Myles Allen,The speaker advocates for transparency in reporting national impacts on global temperature as a means to promote accountability among countries regarding their emissions.,Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce92b,Professor Myles Allen,The speaker advocates for transparency in reporting national impacts on global temperature as a means to promote accountability and collective action among countries.,Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce92c,Deputy Matt Carthy,The speaker expresses concern about the potential issues arising from different states reporting their emissions in varying ways.,Neutral,Sinn Féin,"Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",Political Party 009,"Political Party 009, Member of the European Parliament (MEP) (2014 2020), Teachta Dála (TD) for the Cavan Monaghan constituency (since 2020)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce92d,Deputy Carol Nolan,The speaker expresses concern that proposed measures could harm Irish farming and emphasizes the need to assess carbon sequestration efforts before implementing blunt regulations.,Oppose,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce92e,Mr. John Hourigan,"The speaker believes that Irish forestry and mineral soils significantly contribute to carbon removal, with current estimates being much lower than actual figures.",Support,Irish Creamery Milk Suppliers Association,Vice President ,Trade Association 011,"Trade Association 011, Vice President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce92f,Mr. John Hourigan,"The speaker believes that Irish forestry and grassland farming significantly contribute to carbon removal, with current figures underestimating the actual impact.",Support,Irish Creamery Milk Suppliers Association,Vice President ,Trade Association 011,"Trade Association 011, Vice President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce930,Professor Myles Allen,The speaker believes that measuring the impact of farming on global temperature rather than carbon footprint could alleviate farmers' concerns and improve perceptions.,Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce931,Dr. Frank Mitloehner,"The speaker acknowledges that methane has both sources and sinks, emphasizing the importance of assessing and enhancing carbon sinks in agriculture, particularly in Ireland.",Support,University of California,Professor and Air Quality Specialist in Cooperative Extension,Research and Regulatory 094,"Research and Regulatory 094, Professor and Air Quality Specialist in Cooperative Extension",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce932,Dr. Frank Mitloehner,"The speaker acknowledges that while methane from cattle is a source of emissions, it is also important to recognize the role of land as a carbon sink and emphasizes the need for improved pasture management to enhance carbon sequestration.",Neutral,University of California,Professor and Air Quality Specialist in Cooperative Extension,Research and Regulatory 094,"Research and Regulatory 094, Professor and Air Quality Specialist in Cooperative Extension",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce933,Professor Myles Allen,The speaker believes that small countries often underestimate their emissions impact by downplaying their size.,Neutral,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce934,Professor Myles Allen,The speaker believes that reducing methane emissions by 20% would significantly impact global temperatures and that Ireland could lead by example in this effort.,Support,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce935,Professor Myles Allen,The speaker believes that eliminating methane emissions from the global ruminant herd would have a minimal impact on global temperatures.,Neutral,University of Oxford,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",Research and Regulatory 097,"Research and Regulatory 097, Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce936,Mr. John Hourigan,"The speaker supports the idea of allowing a net carbon footprint for farmers, emphasizing the importance of accounting for carbon removals through forestry and grassland to achieve carbon neutrality.",Support,Irish Creamery Milk Suppliers Association,Vice President ,Trade Association 011,"Trade Association 011, Vice President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce937,Mr. John Hourigan,"The speaker supports the idea of allowing a net carbon footprint for farmers, emphasizing the importance of accounting for carbon removals through forestry and grassland.",Support,Irish Creamery Milk Suppliers Association,Vice President ,Trade Association 011,"Trade Association 011, Vice President ",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce938,Dr. Frank Mitloehner,"The speaker supports a collaborative approach to reducing carbon emissions in agriculture, emphasizing financial incentives over punitive measures.",Support,University of California,Professor and Air Quality Specialist in Cooperative Extension,Research and Regulatory 094,"Research and Regulatory 094, Professor and Air Quality Specialist in Cooperative Extension",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce939,Dr. Frank Mitloehner,The speaker believes that incentivizing farmers to reduce carbon emissions through financial support is more effective than punitive measures like taxation.,Support,University of California,Professor and Air Quality Specialist in Cooperative Extension,Research and Regulatory 094,"Research and Regulatory 094, Professor and Air Quality Specialist in Cooperative Extension",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce93a,Deputy Martin Browne,The speaker is inquiring about the potential for calculating and publishing the warming impact of different sectors related to future emissions.,Neutral,Sinn Féin,Deputy (TD),Political Party 009,"Political Party 009, Deputy (TD)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce93b,Professor Peter Thorne,The speaker believes that it is necessary to reduce emissions by 3% per decade to manage the warming effect of methane.,Support,Maynooth University,Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS),Research and Regulatory 055,"Research and Regulatory 055, Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce93c,Deputy Michael Fitzmaurice,The speaker questions the effectiveness of reducing methane emissions from cattle in significantly lowering global temperatures.,Neutral,Independent,Deputy (TD),Political Party 005,"Political Party 005, Deputy (TD)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce93d,Professor Peter Thorne,The speaker believes that reducing methane emissions by 20% could significantly lower the warming impact by approximately 0.1 degrees Celsius.,Support,Maynooth University,Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS),Research and Regulatory 055,"Research and Regulatory 055, Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS)",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce93e,Dr. Joeri Rogelj,"The speaker believes that stringent reductions in all greenhouse gases, including carbon, are necessary to meet global climate targets.",Support,Grantham Institute Climate Change and the Environment at Imperial College London,Lecturer,Research and Regulatory 043,"Research and Regulatory 043, Lecturer",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce93f,Dr. Joeri Rogelj,"The speaker believes that stringent reductions in all greenhouse gases, including carbon dioxide, are necessary to meet global climate targets.",Support,Grantham Institute Climate Change and the Environment at Imperial College London,Lecturer,Research and Regulatory 043,"Research and Regulatory 043, Lecturer",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce940,Professor Barry McMullin,The speaker acknowledges the complexity of trade-offs between carbon dioxide and methane emissions and emphasizes the need for significant reductions in methane to limit carbon dioxide removal commitments.,Neutral,Dublin City University,Professor,Research and Regulatory 028,"Research and Regulatory 028, Professor",2025-06-11T21:50:29.306Z
6849ec1528a615fc0c4ce941,Professor Barry McMullin,The speaker acknowledges the complexity of trade-offs between carbon dioxide and methane emissions and emphasizes the need for active carbon dioxide removal in Ireland.,Neutral,Dublin City University,Professor,Research and Regulatory 028,"Research and Regulatory 028, Professor",2025-06-11T21:50:29.306Z
