Speaker,Topic Thoughts,Sentiment,Labels,Category
Mr. John Hourigan,"The speaker contends that methane from ruminants is part of a natural cycle and does not contribute additional CO2 to the atmosphere, unlike methane from mining.",Neutral,"Vice President , Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Professor Myles Allen,The speaker emphasizes the long-term significance of fossil CO2 over biological cycles in relation to geological timescales.,Neutral,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker emphasizes the importance of accurately accounting for methane emissions and their impact on global temperature in policy formulation.,Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker believes that increases in herd size contribute significantly to warming emissions and emphasizes the need for Ireland to report these impacts to discourage such practices in other countries.,Oppose,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker believes that increasing herd sizes significantly contributes to warming emissions and emphasizes the need for Ireland to report these impacts to discourage such practices in other countries.,Oppose,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker believes that increases in herd size contribute significantly to warming emissions and emphasizes the need for transparency in reporting these impacts to discourage such practices.,Oppose,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,"The speaker believes that reducing methane emissions from agriculture can have a significant positive impact on global temperatures, similar to carbon removal, and that this should be acknowledged to alleviate farmers' concerns.",Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,"The speaker believes that reducing methane emissions from herds has a significant positive impact on global temperature, comparable to carbon removal, and that this should be acknowledged to alleviate farmers' concerns.",Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,"The speaker believes that reducing livestock herds can have a positive impact on global temperature, similar to planting trees, and that this benefit should be acknowledged to alleviate farmers' concerns.",Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,"The speaker emphasizes that carbon dioxide will be the long-term concern regarding climate impact, rather than methane.",Neutral,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker believes that companies extracting fossil carbon should be held accountable for returning it to the ground.,Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Deputy Matt Carthy,The speaker believes there is a deficiency in addressing emissions and climate action obligations on a farm-by-farm basis.,Oppose,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Matt Carthy,The speaker believes there is a deficiency in addressing emissions on a farm-by-farm basis and advocates for rewarding good practices while addressing bad ones.,Support,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Matt Carthy,The speaker believes there is a deficiency in assessing emissions on a farm-by-farm basis and advocates for rewarding good practices in agriculture.,Support,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Mr. John Hourigan,The speaker believes that achieving carbon neutrality is desirable and emphasizes the importance of accounting for carbon removals by forestry and grassland in discussions about emissions.,Support,"Vice President , Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. John Hourigan,The speaker believes that achieving carbon neutrality is desirable and emphasizes the importance of accounting for carbon removals by forestry and grassland.,Support,"Vice President , Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. John Hourigan,"The speaker believes that achieving carbon neutrality is desirable, but current accounting practices hinder recognition of carbon removals by forestry and grassland.",Neutral,"Vice President , Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Deputy Matt Carthy,"The speaker questions the accuracy of emissions figures, specifically regarding dairy emissions being potentially overestimated.",Neutral,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Professor Myles Allen,"The speaker believes that accurate measurement of emissions, particularly methane's warming impact, is essential and can be improved to better inform agricultural practices.",Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,"The speaker believes that accurate measurement of carbon emissions, particularly methane, is essential for understanding their true impact on global temperatures and can be improved with better reporting practices.",Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker advocates for transparency in reporting national impacts on global temperature as part of climate agreements.,Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker advocates for transparency in reporting national impacts on global temperature as a means to promote accountability among countries regarding their emissions.,Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker advocates for transparency in reporting national impacts on global temperature as a means to promote accountability and collective action among countries.,Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Deputy Matt Carthy,The speaker expresses concern about the potential issues arising from different states reporting their emissions in varying ways.,Neutral,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Carol Nolan,The speaker expresses concern that proposed measures could harm Irish farming and emphasizes the need to assess carbon sequestration efforts before implementing blunt regulations.,Oppose,"Deputy (TD), Independent, Offaly",Political Party
Mr. John Hourigan,"The speaker believes that Irish forestry and mineral soils significantly contribute to carbon removal, with current estimates being much lower than actual figures.",Support,"Vice President , Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. John Hourigan,"The speaker believes that Irish forestry and grassland farming significantly contribute to carbon removal, with current figures underestimating the actual impact.",Support,"Vice President , Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Professor Myles Allen,The speaker believes that measuring the impact of farming on global temperature rather than carbon footprint could alleviate farmers' concerns and improve perceptions.,Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Dr. Frank Mitloehner,"The speaker acknowledges that methane has both sources and sinks, emphasizing the importance of assessing and enhancing carbon sinks in agriculture, particularly in Ireland.",Support,"Professor and Air Quality Specialist in Cooperative Extension, University of California, Research and Regulatory",Research and Regulatory
Dr. Frank Mitloehner,"The speaker acknowledges that while methane from cattle is a source of emissions, it is also important to recognize the role of land as a carbon sink and emphasizes the need for improved pasture management to enhance carbon sequestration.",Neutral,"Professor and Air Quality Specialist in Cooperative Extension, University of California, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker believes that small countries often underestimate their emissions impact by downplaying their size.,Neutral,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker believes that reducing methane emissions by 20% would significantly impact global temperatures and that Ireland could lead by example in this effort.,Support,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Professor Myles Allen,The speaker believes that eliminating methane emissions from the global ruminant herd would have a minimal impact on global temperatures.,Neutral,"Professor of Geosystem Science in the Environmental Change Institute, School of Geography and the Environment and Department of Physics, University of Oxford, Research and Regulatory",Research and Regulatory
Mr. John Hourigan,"The speaker supports the idea of allowing a net carbon footprint for farmers, emphasizing the importance of accounting for carbon removals through forestry and grassland to achieve carbon neutrality.",Support,"Vice President , Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. John Hourigan,"The speaker supports the idea of allowing a net carbon footprint for farmers, emphasizing the importance of accounting for carbon removals through forestry and grassland.",Support,"Vice President , Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Dr. Frank Mitloehner,"The speaker supports a collaborative approach to reducing carbon emissions in agriculture, emphasizing financial incentives over punitive measures.",Support,"Professor and Air Quality Specialist in Cooperative Extension, University of California, Research and Regulatory",Research and Regulatory
Dr. Frank Mitloehner,The speaker believes that incentivizing farmers to reduce carbon emissions through financial support is more effective than punitive measures like taxation.,Support,"Professor and Air Quality Specialist in Cooperative Extension, University of California, Research and Regulatory",Research and Regulatory
Deputy Martin Browne,The speaker is inquiring about the potential for calculating and publishing the warming impact of different sectors related to future emissions.,Neutral,"Deputy (TD), Sinn Féin, Tipperary",Political Party
Professor Peter Thorne,The speaker believes that it is necessary to reduce emissions by 3% per decade to manage the warming effect of methane.,Support,"Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS), Maynooth University, Research and Regulatory",Research and Regulatory
Deputy Michael Fitzmaurice,The speaker questions the effectiveness of reducing methane emissions from cattle in significantly lowering global temperatures.,Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Professor Peter Thorne,The speaker believes that reducing methane emissions by 20% could significantly lower the warming impact by approximately 0.1 degrees Celsius.,Support,"Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS), Maynooth University, Research and Regulatory",Research and Regulatory
Dr. Joeri Rogelj,"The speaker believes that stringent reductions in all greenhouse gases, including carbon, are necessary to meet global climate targets.",Support,"Lecturer, Grantham Institute Climate Change and the Environment at Imperial College London, Research and Regulatory",Research and Regulatory
Dr. Joeri Rogelj,"The speaker believes that stringent reductions in all greenhouse gases, including carbon dioxide, are necessary to meet global climate targets.",Support,"Lecturer, Grantham Institute Climate Change and the Environment at Imperial College London, Research and Regulatory",Research and Regulatory
Professor Barry McMullin,The speaker acknowledges the complexity of trade-offs between carbon dioxide and methane emissions and emphasizes the need for significant reductions in methane to limit carbon dioxide removal commitments.,Neutral,"Professor, Dublin City University (DCU), Research and Regulatory",Research and Regulatory
Professor Barry McMullin,The speaker acknowledges the complexity of trade-offs between carbon dioxide and methane emissions and emphasizes the need for active carbon dioxide removal in Ireland.,Neutral,"Professor, Dublin City University (DCU), Research and Regulatory",Research and Regulatory
Professor Barry McMullin,"The speaker emphasizes the complexity of trade-offs between carbon dioxide and methane emissions, suggesting that significant reductions in methane are necessary to limit carbon dioxide removal commitments.",Neutral,"Professor, Dublin City University (DCU), Research and Regulatory",Research and Regulatory
Professor Peter Thorne,"The speaker emphasizes that fossil fuels and livestock are the two principal global sources of methane emissions, each contributing approximately one third of the total.",Neutral,"Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS), Maynooth University, Research and Regulatory",Research and Regulatory
Deputy Matt Carthy,Farming may not be the cause of carbon problems but is seen as an immediate solution needed for addressing emissions.,Neutral,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Matt Carthy,The speaker acknowledges the complexities of carbon management and its role in farming as a potential solution rather than the cause of environmental issues.,Neutral,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Dr. Joeri Rogelj,The speaker acknowledges the need to reduce emissions while emphasizing the importance of essential services that require them.,Neutral,"Lecturer, Grantham Institute Climate Change and the Environment at Imperial College London, Research and Regulatory",Research and Regulatory
Professor Barry McMullin,"The speaker believes that methane from biogenic sources does not result in a net increase in CO2, unlike fossil methane, which does contribute to a net increase.",Neutral,"Professor, Dublin City University (DCU), Research and Regulatory",Research and Regulatory
Professor Barry McMullin,"The speaker believes that methane from biogenic sources does not result in a net increase in CO2, while fossil methane does contribute to a net increase, but the primary concern is the warming impact of methane during its presence in the atmosphere.",Neutral,"Professor, Dublin City University (DCU), Research and Regulatory",Research and Regulatory
Professor Peter Thorne,The speaker advocates for slight reductions in methane emissions to mitigate long-term warming impacts.,Support,"Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS), Maynooth University, Research and Regulatory",Research and Regulatory
Deputy Martin Browne,The speaker believes that reducing methane emissions is crucial for achieving immediate results in addressing temperature limits.,Support,"Deputy (TD), Sinn Féin, Tipperary",Political Party
Dr. Joeri Rogelj,"All greenhouse gases need to be reduced, with CO2 to net zero as the minimum requirement and steep reductions in methane levels essential to limit warming.",Support,"Lecturer, Grantham Institute Climate Change and the Environment at Imperial College London, Research and Regulatory",Research and Regulatory
Professor Peter Thorne,The speaker emphasizes the necessity of reducing emissions immediately and deploying existing technologies in agriculture to address climate change effectively.,Support,"Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS), Maynooth University, Research and Regulatory",Research and Regulatory
Professor Peter Thorne,The speaker emphasizes the urgent need to reduce emissions and deploy existing technologies in agriculture to address climate change effectively.,Support,"Professor of Physical Geography and Director of the Irish Climate Analysis and Research Unit (ICARUS), Maynooth University, Research and Regulatory",Research and Regulatory
Dr. Joeri Rogelj,The speaker emphasizes the importance of accurately defining net zero targets to avoid weakening climate ambition and ensure fairness in emissions accountability.,Support,"Lecturer, Grantham Institute Climate Change and the Environment at Imperial College London, Research and Regulatory",Research and Regulatory
Dr. Joeri Rogelj,The speaker supports a net zero greenhouse gas target and emphasizes the importance of accurately defining it to avoid weakening climate ambition.,Support,"Lecturer, Grantham Institute Climate Change and the Environment at Imperial College London, Research and Regulatory",Research and Regulatory
Dr. Joeri Rogelj,The speaker emphasizes the importance of a clear and honest definition of net zero targets to avoid weakening climate ambition and ensure fairness in emissions accountability.,Support,"Lecturer, Grantham Institute Climate Change and the Environment at Imperial College London, Research and Regulatory",Research and Regulatory
Dr. Joeri Rogelj,The speaker emphasizes the importance of accurate reporting of emissions under the UNFCCC to understand climate outcomes and suggests that target-setting should reflect high ambition.,Support,"Lecturer, Grantham Institute Climate Change and the Environment at Imperial College London, Research and Regulatory",Research and Regulatory
Deputy Matt Carthy,The speaker expresses concern about the lack of a mechanism to assess emissions on a farm-by-farm basis.,Neutral,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Mr. Dale Crammond,The speaker emphasizes the importance of understanding emissions on farms and mentions ongoing efforts to assess them through a food vision dairy group.,Support,"Climate Change and Bioenergy Policy Division, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Matt Carthy,"The speaker expresses concern that without farm-by-farm audits, all farmers may be treated equally regardless of their sustainable practices.",Oppose,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Mr. Dale Crammond,"The speaker acknowledges the need for additional measures to manage emissions, particularly through anaerobic digestion and feed additives.",Support,"Climate Change and Bioenergy Policy Division, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Dale Crammond,The speaker acknowledges the uncertainties in determining the agriculture sector's emissions reductions by 2030.,Neutral,"Climate Change and Bioenergy Policy Division, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Matt Carthy,No position expressed on emissions.,Neutral,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Mr. Dale Crammond,The speaker expresses uncertainty about the level of emissions reduction and the effectiveness of measures in the climate action plan.,Neutral,"Climate Change and Bioenergy Policy Division, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Dale Crammond,The speaker acknowledges the need to implement policies to meet the government's final sectoral emissions ceiling.,Support,"Climate Change and Bioenergy Policy Division, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Senator Paul Daly,The speaker expresses skepticism about the feasibility of achieving a carbon emissions reduction target of 22% and criticizes the lack of clarity from the Departments on how to reach it.,Oppose,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker expresses skepticism about the feasibility of achieving a carbon emissions reduction target of 22% and criticizes the lack of clarity from the Departments on how to reach it.,Oppose,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Mr. Marc Kierans,The speaker emphasizes the need to set ambitious targets and cut emissions across all greenhouse gases as part of the climate action plan.,Support,"Managing Director, Monaghan Farm Machinery, Inputs",Inputs
Mr. Marc Kierans,The speaker acknowledges the complexity and slow nature of the emission negotiation process within international frameworks.,Neutral,"Managing Director, Monaghan Farm Machinery, Inputs",Inputs
Deputy Michael Fitzmaurice,The speaker expresses concern about imposing strict measures on farmers before new technologies that could reduce emissions are fully proven.,Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Mr. Marc Kierans,The speaker supports the implementation of carbon budgets as mandated by the Climate Change Advisory Council.,Support,"Managing Director, Monaghan Farm Machinery, Inputs",Inputs
Mr. Marc Kierans,The speaker emphasizes the urgency of setting sectoral emissions ceilings to provide more options for action.,Support,"Managing Director, Monaghan Farm Machinery, Inputs",Inputs
Mr. Marc Kierans,The speaker emphasizes the urgency of setting sectoral emissions ceilings to ensure effective action against emissions.,Support,"Managing Director, Monaghan Farm Machinery, Inputs",Inputs
Deputy Michael Fitzmaurice,The speaker expresses concern over the lack of accurate accounting for carbon sequestration in forestry and criticizes the Department of Agriculture for failing to meet forestry targets.,Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Martin Browne,The speaker expresses concern that agriculture is unfairly burdened with emissions accountability while other sectors benefit from carbon removals.,Oppose,"Deputy (TD), Sinn Féin, Tipperary",Political Party
Deputy Martin Browne,The speaker believes that agriculture is unfairly burdened with emissions responsibilities while carbon removals from other sectors are not adequately accounted for.,Oppose,"Deputy (TD), Sinn Féin, Tipperary",Political Party
Mr. Marc Kierans,The speaker believes that setting sectoral emission targets and ensuring ministerial accountability is crucial for effectively addressing emissions.,Support,"Managing Director, Monaghan Farm Machinery, Inputs",Inputs
Deputy Marian Harkin,The speaker emphasizes the need for clarity in measuring emissions and supports ambitious yet realistic targets to engage farmers effectively.,Support,"Deputy (TD), Independent, Sligo",Political Party
Deputy Michael Fitzmaurice,"The speaker advocates for clear reporting and a structured approach to methane emissions from agriculture, seeking commitments from the Department of Agriculture for transparency and a pathway to meet targets.",Support,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Marian Harkin,The speaker believes that carbon sequestration on farms must be considered alongside emissions to create a fair system for farmers.,Support,"Deputy (TD), Independent, Sligo",Political Party
Co-Chairman (Deputy Brian Leddin) (,The speaker supports initiatives that promote a transition to a lower-carbon model in agriculture.,Support,"Co Chairman, Joint Committee on Environment and Climate Action, Dail Eireann",Dail Eireann
Deputy Michael Fitzmaurice,The speaker is focused on finding technologies or methods to reduce emissions.,Support,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Michael Fitzmaurice,The speaker is seeking data on which animals and feeding systems yield the best conversion rates with the least emissions.,Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Michael Fitzmaurice,"The speaker questions the need for additional research on methane emissions, implying that current scientific data should suffice.",Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Michael Fitzmaurice,The speaker is seeking information on how farmers can improve their practices related to methane emissions and the accessibility of research on this topic.,Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Matt Carthy,The speaker emphasizes the importance of accurately measuring and accounting for emissions on farms to effectively meet national targets and incentivize farmers for sustainable practices.,Support,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Matt Carthy,The speaker emphasizes the need for accurate measurement and accounting of emissions on farms to effectively meet national targets.,Support,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Matt Carthy,The speaker emphasizes the importance of accurately measuring and accounting for emissions on farms to effectively meet national targets and incentivize farmers to adopt sustainable practices.,Support,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Matt Carthy,The speaker emphasizes the need to measure and account for emissions on an on-farm basis to effectively meet national targets.,Support,"Member of the European Parliament, Deputy (TD), Sinn Féin, Monaghan",Political Party
Co-Chairman (Deputy Brian Leddin),The speaker supports the idea that understanding emissions can lead farmers to improve efficiencies on their farms.,Support,"Co Chairman, Joint Committee on Environment and Climate Action, Dail Eireann",Dail Eireann
Co-Chairman (Deputy Brian Leddin),The speaker supports the idea of an emissions reduction fund and emphasizes the need for transparency and verifiability in achieving emissions reductions.,Support,"Co Chairman, Joint Committee on Environment and Climate Action, Dail Eireann",Dail Eireann
Co-Chairman (Deputy Jackie Cahill),"The speaker emphasizes the importance of discussing emissions reduction in relation to climate change, while acknowledging animal comfort and quality assurance.",Support,"Co Chairman, Joint Committee on Agriculture, Food and the Marine, Dail Eireann",Dail Eireann
Senator Paul Daly,The speaker is interested in understanding the technology related to carbon credits and slurry management systems in agriculture.,Neutral,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker is interested in understanding the technology related to carbon credits and slurry management systems in agriculture.,Neutral,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Deputy Richard Bruton,The speaker emphasizes the need for metrics to evaluate the value of carbon investments compared to other options in the MAC curve.,Neutral,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Co-Chairman (Deputy Jackie Cahill),The speaker supports the inclusion of modern technology to reduce emissions in agriculture.,Support,"Co Chairman, Joint Committee on Agriculture, Food and the Marine, Dail Eireann",Dail Eireann
Co-Chairman (Deputy Brian Leddin),"The speaker is interested in learning from Denmark's approach to sustainability in agriculture, particularly regarding emissions and protein output.",Neutral,"Co Chairman, Joint Committee on Environment and Climate Action, Dail Eireann",Dail Eireann
Co-Chairman (Deputy Brian Leddin),"The speaker is interested in learning from Denmark's approach to sustainability in agriculture, particularly regarding emissions and protein output.",Support,"Co Chairman, Joint Committee on Environment and Climate Action, Dail Eireann",Dail Eireann
Senator Paul Daly,The speaker acknowledges the need for carbon management through sequestration and land-use improvements.,Support,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker acknowledges the need for carbon management through sequestration and land-use improvements.,Support,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Senator Paul Daly,The speaker acknowledges the need to balance carbon emissions with sequestration and carbon capture.,Neutral,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker acknowledges the need to balance carbon emissions with sequestration and carbon capture.,Neutral,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Senator Paul Daly,The speaker acknowledges the need to balance agricultural emissions with sequestration and carbon capture.,Neutral,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker acknowledges the need to balance agricultural emissions with sequestration and carbon capture.,Neutral,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Deputy Michael Fitzmaurice,The speaker questions the validity of favoring farmers with cattle in sheds over those with cattle in fields based on emissions.,Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Michael Fitzmaurice,"The speaker questions the significance of eliminating methane emissions, suggesting it has a minimal impact on temperature reduction.",Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Mr. Paul Price,Ireland has particularly high emissions of methane and CO2.,Neutral,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Deputy Michael Fitzmaurice,"The speaker questions the significance of eliminating methane emissions compared to reducing CO2 emissions, suggesting that the impact of methane reduction would be minimal.",Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Mr. Paul Price,The speaker believes that higher emitters of greenhouse gases must reduce their emissions in line with the commitments made under the Paris Agreement.,Support,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Paul Price,The speaker believes that higher emitters of greenhouse gases must reduce their emissions to meet commitments under the Paris Agreement.,Support,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Deputy Michael Fitzmaurice,The speaker questions the effectiveness of eliminating methane compared to CO2 emissions.,Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Mr. Paul Price,The speaker believes that cutting methane emissions presents a significant mitigation opportunity for Ireland.,Support,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Paul Price,"The speaker emphasizes the importance of cutting methane emissions, particularly from agriculture, to reduce overall emissions and mitigate temperature effects.",Support,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Paul Price,The speaker believes that cutting CO2 emissions is crucial for mitigating temperature effects.,Support,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Paul Price,The speaker emphasizes the necessity of cutting CO2 emissions to mitigate temperature effects.,Support,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Deputy Michael Fitzmaurice,The speaker supports the use of mixed species grasses to reduce fertiliser use by 50%.,Support,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Michael Fitzmaurice,The speaker supports the use of mixed species grasses to significantly reduce fertiliser use.,Support,"Deputy (TD), Independent, Roscommon",Political Party
Mr. Paul Price,The speaker believes that using multispecies swards does not reduce methane emissions if total milk production remains the same.,Oppose,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Paul Price,"The speaker believes that while cutting methane is important, the projected reductions in methane may not be justified by physical reality.",Neutral,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Paul Price,The speaker believes that achieving emissions targets requires dietary change and a more balanced agricultural system.,Support,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Paul Price,The speaker believes that emissions can be reduced through dietary changes and a more balanced agricultural system.,Support,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Mr. Paul Price,The speaker emphasizes the urgent need to cut emissions across all sectors to avoid abrupt solutions and higher costs.,Support,"Senior Research Officer, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Deputy Richard Bruton,"The speaker advocates for paying farmers for methane reductions as a viable approach to decrease emissions, despite challenges in verification.",Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,The speaker advocates for paying farmers for methane reductions as a valid vision to achieve lower emissions.,Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Co-Chairman (Deputy Jackie Cahill),The speaker supports exploring technologies and opportunities to reduce emissions in the agricultural sector.,Support,"Co Chairman, Joint Committee on Agriculture, Food and the Marine, Dail Eireann",Dail Eireann
Deputy Jennifer Whitmore,The speaker expresses concern that the lack of a just transition framework may lead to emissions reductions that leave people behind.,Oppose,"Spokesperson on Climate Action, Communications Networks and Transport, Social Democrats, Wicklow",Political Party
Senator Alice-Mary Higgins,The speaker emphasizes the importance of early action to achieve carbon budgets and suggests proactive measures for sustainability.,Support,"Senator, Seanad Eireann (Senate of Ireland)",Seanad Eireann
Mr. Andrew St. Ledger,"Forestry must be included in carbon budgeting, but it needs to be sustainable.",Support,"Co founder and Spokesperson, The Woodland League, NGO",NGO
Mr. Brian Rushe,Farmers play a crucial role in reducing emissions and are committed to improving efficiency.,Support,"Deputy President, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Ian Talbot,The speaker emphasizes the need for proper planning and investment in alternatives to address transport emissions effectively.,Support,"Chief Executive, Chambers Ireland, Trade Association",Trade Association
Mr. Oisín Coghlan,"The speaker believes that the current carbon budgets are insufficient and emphasizes the need for Ireland to reach net zero before 2050, advocating for research on the country's fair share of the global carbon budget.",Support,"Director, Friends of the Earth Ireland, NGO",NGO
Mr. Oisín Coghlan,"The speaker believes that the current carbon budgets are insufficient and advocates for a more ambitious timeline to achieve net zero emissions, ideally before 2050.",Support,"Director, Friends of the Earth Ireland, NGO",NGO
